,DY,EBITG,EV2EBITDA,M2B,MOMENTUM,PB,PE,PF,PS,RETURN,days,surprise
96147,1.3071,-173.86,36.977,1.5087,0.051789,1.4155,114.89,7.0452,0.9009,-0.06345,4,-53.8
96148,1.3433,-173.86,36.095,1.468,0.06964,1.3773,111.79,6.8551,0.8766,-0.076288,5,-53.8
96149,1.3628,-173.86,35.641,1.447,0.095975,1.3576,110.2,6.7572,0.8641,-0.10121,6,-53.8
96168,8.4277,-61.554,5.8405,1.4552,-0.14692,1.0617,8.1538,7.6633,0.9535,-0.020885,1,2
96169,8.4185,-61.554,5.845,1.4568,-0.1332,1.0629,8.1627,7.6717,0.9546,-0.043163,2,2
96170,8.3128,-61.554,5.8981,1.4753,-0.13347,1.0764,8.2665,7.7692,0.9667,-0.042118,3,2
96171,8.3728,-61.554,5.8678,1.4647,-0.1339,1.0686,8.2072,7.7135,0.9598,-0.029937,4,2
96172,8.2771,-61.554,5.9164,1.4816,-0.13137,1.081,8.3021,7.8027,0.9709,-0.036898,5,2
96173,8.283,-61.554,5.9133,1.4806,-0.15976,1.0802,8.2962,7.7971,0.9702,-0.025762,6,2
96174,0,-59.286,6.7271,1.0446,-0.20156,1.0476,14.429,5.8899,0.4283,-0.011964,1,-30.2
96175,0,-59.286,6.7896,1.066,-0.15986,1.069,14.723,6.0101,0.437,-0.092242,2,-30.2
96176,0,-59.286,6.7011,1.0358,-0.16333,1.0387,14.306,5.8398,0.4246,-0.073717,3,-30.2
96177,0,-59.286,6.7115,1.0393,-0.13036,1.0423,14.355,5.8599,0.4261,-0.099961,4,-30.2
96178,0,-59.286,6.7531,1.0535,-0.14872,1.0565,14.551,5.94,0.4319,-0.096874,5,-30.2
96179,0,-59.286,6.6855,1.0304,-0.20405,1.0334,14.232,5.8098,0.4224,-0.084523,6,-30.2
96180,3.2052,8.7616,10.345,5.6105,-0.47554,4.7507,18.02,21.045,1.1946,0.0091902,1,14.5
96181,3.1612,8.7616,10.48,5.6885,-0.46645,4.8167,18.271,21.337,1.2112,-0.00073119,2,14.5
96182,3.129,8.7616,10.581,5.7472,-0.46671,4.8664,18.459,21.557,1.2236,0.013159,3,14.5
96183,3.0949,8.7616,10.691,5.8105,-0.46607,4.92,18.663,21.795,1.2371,0.023603,4,14.5
96184,3.0999,8.7616,10.674,5.8011,-0.47347,4.9121,18.632,21.76,1.2351,0.034882,5,14.5
96185,3.0794,8.7616,10.741,5.8398,-0.49227,4.9448,18.757,21.905,1.2434,0.033212,6,14.5
96186,0,-25.087,18.334,4.0253,0.035552,4.0232,25.758,21.803,6.5404,-0.023848,1,-1.4
96187,0,-25.087,18.467,4.0528,0.10942,4.0507,25.934,21.952,6.5851,-0.089162,2,-1.4
96188,0,-25.087,18.736,4.1087,0.10538,4.1065,26.291,22.255,6.6758,-0.082933,3,-1.4
96189,0,-25.087,19.089,4.1818,0.10547,4.1796,26.759,22.651,6.7947,-0.070297,4,-1.4
96190,0,-25.087,17.697,3.8932,0.096671,3.8911,24.913,21.087,6.3257,-0.053746,5,-1.4
96191,0,-25.087,18.376,4.034,0.12788,4.0318,25.813,21.85,6.5544,-0.11906,6,-1.4
96198,6.0501,-9.1265,5.8573,2.8094,-0.12887,2.3055,10.081,8.9766,1.8748,0.016196,1,-1.1
96199,6.1966,-9.1265,5.6998,2.743,-0.10035,2.251,9.8425,8.7643,1.8304,-0.0054017,2,-1.1
96200,6.1746,-9.1265,5.723,2.7528,-0.077804,2.259,9.8777,8.7956,1.837,-0.028926,3,-1.1
96201,6.1721,-9.1265,5.7256,2.7539,-0.066011,2.2599,9.8816,8.7991,1.8377,-0.025455,4,-1.1
96202,6.1189,-9.1265,5.7824,2.7778,-0.076932,2.2796,9.9676,8.8757,1.8537,-0.025068,5,-1.1
96203,6.0713,-9.1265,5.8341,2.7996,-0.10395,2.2974,10.046,8.9453,1.8682,-0.016583,6,-1.1
96216,0,-48.117,21.881,4.9796,-0.51225,4.1091,31.8,12.886,3.1117,0.079864,1,0.8
96217,0,-48.117,22.472,5.0973,-0.52482,4.2063,32.552,13.191,3.1853,0.036255,2,0.8
96218,0,-48.117,22.779,5.1585,-0.49884,4.2568,32.943,13.349,3.2235,0.060756,3,0.8
96219,0,-48.117,23.571,5.3162,-0.48562,4.387,33.95,13.758,3.3221,0.073495,4,0.8
96220,0,-48.117,23.594,5.321,-0.49646,4.3908,33.98,13.77,3.325,0.10632,5,0.8
96221,0,-48.117,24.457,5.4928,-0.53097,4.5327,35.078,14.215,3.4324,0.1073,6,0.8
96300,2.4796,14.741,6.915,4.8096,-0.010561,4.0543,9.902,8.749,3.0285,0.0031288,1,12.6
96301,2.4819,14.741,6.9075,4.8051,-0.0052584,4.0505,9.8927,8.7408,3.0257,-0.035752,2,12.6
96302,2.4582,14.741,6.9846,4.8515,0.0037998,4.0896,9.9882,8.8251,3.0549,-0.036655,3,12.6
96303,2.4628,14.741,6.9695,4.8424,-0.004039,4.0819,9.9695,8.8085,3.0492,-0.027363,4,12.6
96304,2.4886,14.741,6.8859,4.7921,0.0037876,4.0396,9.866,8.7171,3.0175,-0.029186,5,12.6
96305,2.4779,14.741,6.9205,4.8129,-0.013674,4.0571,9.9088,8.7549,3.0306,-0.03926,6,12.6
96438,3.7618,15.338,4.9178,1.818,-0.25538,1.4423,7.9494,12.832,0.7951,-0.014565,1,4.5
96439,3.7114,15.338,4.9853,1.8427,-0.25279,1.4619,8.0574,13.006,0.8059,0.0018991,2,4.5
96440,3.7014,15.338,4.999,1.8477,-0.2541,1.4658,8.0792,13.041,0.8081,0.015514,3,4.5
96441,3.6698,15.338,5.0424,1.8636,-0.2685,1.4784,8.1487,13.154,0.815,0.018258,4,4.5
96442,3.6773,15.338,5.0319,1.8598,-0.29296,1.4754,8.132,13.127,0.8133,0.027018,5,4.5
96443,3.6566,15.338,5.0607,1.8703,-0.29339,1.4838,8.178,13.201,0.8179,0.024907,6,4.5
96462,2.4849,13.304,7.947,2.8815,-0.20132,2.3744,11.132,15.816,0.9989,0.021396,1,13.4
96463,2.4998,13.304,7.9011,2.8644,-0.22301,2.3602,11.066,15.721,0.9929,0.062287,2,13.4
96464,2.4989,13.304,7.9038,2.8654,-0.22255,2.3611,11.07,15.727,0.9933,0.055958,3,13.4
96465,2.5037,13.304,7.8891,2.8599,-0.24477,2.3565,11.049,15.697,0.9914,0.056337,4,13.4
96466,2.4843,13.304,7.9488,2.8822,-0.24239,2.3749,11.135,15.819,0.9991,0.054312,5,13.4
96467,2.4996,13.304,7.8616,2.8496,-0.2486,2.3604,11.067,15.723,0.993,0.06254,6,13.4
96516,0.4799,41.327,8.9389,1.8818,-0.16076,1.7995,44.586,154.69,3.3798,0.039093,1,36.2
96517,0.471,41.327,9.0735,1.9175,-0.16067,1.8337,45.432,157.63,3.4439,0.058775,2,36.2
96518,0.4864,41.327,8.844,1.8567,-0.17543,1.7755,43.99,152.63,3.3346,0.078862,3,36.2
96519,0.4813,41.327,8.919,1.8766,-0.19482,1.7945,44.461,154.26,3.3703,0.044621,4,36.2
96520,0.4755,41.327,9.0049,1.8993,-0.20133,1.8162,45.001,156.13,3.4112,0.055809,5,36.2
96521,0.479,41.327,8.9524,1.8854,-0.21867,1.8029,44.671,154.99,3.3863,0.068617,6,36.2
96618,4.7158,-44.38,7.617,1.7305,-0.03941,1.3938,10.351,12.292,1.8297,0.054886,1,2.4
96619,4.6642,-44.38,7.6931,1.7496,-0.058614,1.4093,10.466,12.428,1.8499,0.05156,2,2.4
96620,4.6328,-44.38,7.7402,1.7615,-0.098427,1.4188,10.537,12.513,1.8625,0.063206,3,2.4
96621,4.696,-44.38,7.646,1.7378,-0.10798,1.3997,10.395,12.344,1.8374,0.070418,4,2.4
96622,4.6666,-44.38,7.6895,1.7487,-0.10184,1.4085,10.46,12.422,1.849,0.055995,5,2.4
96623,4.6936,-44.38,7.6496,1.7387,-0.10546,1.4005,10.4,12.351,1.8384,0.062649,6,2.4
96648,1.4358,-8.2859,9.9965,23.378,-0.084444,19.543,12.252,12.59,2.2329,0.00049407,1,8.3
96649,1.442,-8.2859,9.9565,23.277,-0.18532,19.458,12.199,12.536,2.2232,0.024162,2,8.3
96650,1.4227,-8.2859,10.081,23.592,-0.21179,19.722,12.364,12.705,2.2533,0.019722,3,8.3
96651,1.4086,-8.2859,10.174,23.828,-0.2242,19.919,12.488,12.833,2.2759,0.033532,4,8.3
96652,1.3948,-8.2859,10.268,24.065,-0.24772,20.117,12.611,12.96,2.2985,0.043884,5,8.3
96653,1.4193,-8.2859,10.103,23.648,-0.25604,19.769,12.393,12.736,2.2587,0.054242,6,8.3
96702,0,39.044,97.127,0.9218,0.17812,0.9222,16.578,182.3,1.3319,0.02149,1,23.7
96703,0,39.044,98.26,0.9379,0.22044,0.9384,16.869,185.49,1.3553,-0.018625,2,23.7
96704,0,39.044,98.449,0.9406,0.1736,0.9411,16.917,186.03,1.3591,-0.0014327,3,23.7
96705,0,39.044,98.072,0.9352,0.17454,0.9357,16.82,184.96,1.3514,0.0014327,4,23.7
96706,0,39.044,98.072,0.9352,0.17266,0.9357,16.82,184.96,1.3514,-0.004298,5,23.7
96707,0,39.044,97.411,0.9258,0.18417,0.9263,16.651,183.1,1.3378,-0.004298,6,23.7
96714,4.3501,19.51,8.3495,3.4223,-0.16914,2.534,10.095,16.912,1.1715,0.0091078,1,4
96715,4.3191,19.51,8.4099,3.4469,-0.2267,2.5522,10.167,17.033,1.1799,0.038096,2,4
96716,4.297,19.51,8.4536,3.4646,-0.22953,2.5653,10.219,17.121,1.186,0.04555,3,4
96717,4.265,19.51,8.5175,3.4906,-0.235,2.5845,10.296,17.249,1.1949,0.050931,4,4
96718,4.2418,19.51,8.5645,3.5097,-0.22365,2.5987,10.352,17.343,1.2014,0.058798,5,4
96719,4.255,19.51,8.5377,3.4988,-0.23692,2.5906,10.32,17.289,1.1977,0.064598,6,4
96756,2.8152,5.7164,8.3033,1.2134,-0.2277,1.0073,12.038,12.829,1.2655,0.086355,1,7.7
96757,2.8238,5.7164,8.2842,1.2097,-0.2568,1.0043,12.001,12.79,1.2616,0.11514,2,7.7
96758,2.809,5.7164,8.3173,1.2161,-0.26886,1.0096,12.065,12.857,1.2683,0.11173,3,7.7
96759,2.7866,5.7164,8.3678,1.2258,-0.27566,1.0177,12.162,12.961,1.2784,0.11761,4,7.7
96760,2.7466,5.7164,8.4602,1.2437,-0.26835,1.0325,12.339,13.149,1.2971,0.12659,5,7.7
96761,2.7889,5.7164,8.3626,1.2248,-0.27964,1.0169,12.152,12.95,1.2774,0.14299,6,7.7
96786,4.0788,-21.48,6.6158,1.3723,-0.35871,0.725,10.307,7.3859,0.7294,-0.015239,1,13
96787,4.0868,-21.48,6.6042,1.3696,-0.39139,0.7235,10.287,7.3715,0.728,-0.013951,2,13
96788,4.0392,-21.48,6.6736,1.3857,-0.39865,0.7321,10.408,7.4583,0.7365,-0.01588,3,13
96789,4.0497,-21.48,6.6582,1.3821,-0.41441,0.7302,10.381,7.439,0.7346,-0.0042941,4,13
96790,4.0445,-21.48,6.6659,1.3839,-0.40076,0.7311,10.395,7.4486,0.7356,-0.0068697,5,13
96791,4.0366,-21.48,6.6774,1.3866,-0.40634,0.7325,10.415,7.4631,0.737,-0.0055819,6,13
96834,1.5968,-11.306,9.6697,1.6627,-0.15461,1.3492,10.942,12.9,1.1169,0.02598,1,3.9
96835,1.6044,-11.306,9.6552,1.6599,-0.23712,1.3428,10.89,12.839,1.1116,0.087877,2,3.9
96836,1.6324,-11.306,9.5107,1.6319,-0.24054,1.3198,10.703,12.619,1.0925,0.08275,3,3.9
96837,1.6015,-11.306,9.6544,1.6597,-0.24634,1.3453,10.91,12.862,1.1136,0.064144,4,3.9
96838,1.6016,-11.306,9.6565,1.6601,-0.24483,1.3452,10.909,12.862,1.1136,0.084704,5,3.9
96839,1.6159,-11.306,9.5407,1.6377,-0.26236,1.3333,10.813,12.748,1.1037,0.084673,6,3.9
96852,0.8052,22.731,9.4204,1.998,0.15087,1.9068,16.056,14.369,5.9408,0.019656,1,1.8
96853,0.7912,22.731,9.601,2.0334,0.15174,1.9406,16.34,14.624,6.0462,0.013154,2,1.8
96854,0.7802,22.731,9.7476,2.0622,0.125,1.968,16.571,14.831,6.1316,0.031113,3,1.8
96855,0.7735,22.731,9.8386,2.08,0.11591,1.9851,16.715,14.959,6.1847,0.045685,4,1.8
96856,0.7855,22.731,9.6551,2.044,0.10926,1.9546,16.459,14.73,6.0899,0.054739,5,1.8
96857,0.7702,22.731,9.8628,2.0848,0.13323,1.9936,16.787,15.023,6.2113,0.038577,6,1.8
96930,0,-24.977,9.7584,3.655,-0.33811,3.6899,16.14,13.801,2.1504,-0.02913,1,1.9
96931,0,-24.977,9.7744,3.6614,-0.35095,3.6963,16.168,13.825,2.1541,0.0034783,2,1.9
96932,0,-24.977,9.7664,3.6582,-0.34083,3.6931,16.154,13.813,2.1522,0.0052174,3,1.9
96933,0,-24.977,9.5665,3.579,-0.3342,3.6131,15.805,13.514,2.1056,0.0043478,4,1.9
96934,0,-24.977,9.4786,3.5442,-0.31239,3.578,15.651,13.382,2.0851,-0.017391,5,1.9
96935,0,-24.977,9.5825,3.5854,-0.29223,3.6195,15.833,13.538,2.1094,-0.026957,6,1.9
96936,2.0026,-17.939,10.924,2.4081,-0.29056,1.9604,14.683,17.177,0.6285,0.0027274,1,33.1
96937,1.9701,-17.939,11.044,2.4478,-0.29812,1.9927,14.925,17.46,0.6388,0.010097,2,33.1
96938,1.9535,-17.939,11.107,2.4686,-0.31835,2.0097,15.052,17.609,0.6443,0.026744,3,33.1
96939,1.9785,-17.939,11.012,2.4374,-0.28254,1.9842,14.862,17.386,0.6361,0.035479,4,33.1
96940,1.9437,-17.939,11.144,2.481,-0.28066,2.0197,15.127,17.697,0.6475,0.022379,5,33.1
96941,1.9311,-17.939,11.193,2.4972,-0.28431,2.033,15.227,17.813,0.6517,0.040665,6,33.1
96954,0.6641,4.698,10.071,2.0372,-0.44502,1.651,15.444,19.677,2.1191,0.017283,1,9.6
96955,0.6534,4.698,10.25,2.0707,-0.45191,1.6782,15.699,20.002,2.154,0.024249,2,9.6
96956,0.6562,4.698,10.201,2.0617,-0.47061,1.6708,15.63,19.914,2.1446,0.041131,3,9.6
96957,0.6611,4.698,10.12,2.0465,-0.45356,1.6585,15.515,19.767,2.1288,0.036575,4,9.6
96958,0.639,4.698,10.497,2.1171,-0.45118,1.7157,16.05,20.449,2.2022,0.02894,5,9.6
96959,0.6521,4.698,10.271,2.0747,-0.45876,1.6814,15.729,20.04,2.1582,0.064443,6,9.6
96996,5.7926,-141.11,11.223,1.8635,0.080759,1.4873,18.405,8.8729,1.7657,-0.027203,1,5.8
96997,5.7733,-141.11,11.258,1.8697,0.070304,1.4923,18.467,8.9026,1.7717,-0.027496,2,5.8
96998,5.7264,-141.11,11.343,1.885,0.062674,1.5045,18.618,8.9754,1.7861,-0.024245,3,5.8
96999,5.7576,-141.11,11.287,1.8748,0.050592,1.4964,18.517,8.9269,1.7765,-0.016262,4,5.8
97000,5.7663,-141.11,11.271,1.872,0.048485,1.4941,18.489,8.9134,1.7738,-0.021584,5,5.8
97001,5.7611,-141.11,11.28,1.8737,0.069799,1.4955,18.506,8.9215,1.7754,-0.023063,6,5.8
97008,1.1755,19.148,6.9631,1.1775,-0.064767,1.0764,11.983,14.675,0.4236,-0.049927,1,1.2
97009,1.1663,19.148,7.0095,1.1869,-0.060027,1.085,12.079,14.792,0.427,-0.057144,2,1.2
97010,1.1533,19.148,7.0755,1.2002,-0.017927,1.0972,12.214,14.958,0.4318,-0.049639,3,1.2
97011,1.1526,19.148,7.079,1.2009,-0.028839,1.0978,12.222,14.967,0.4321,-0.038961,4,1.2
97012,1.1652,19.148,7.0148,1.188,-0.029125,1.086,12.09,14.805,0.4274,-0.038384,5,1.2
97013,1.1627,19.148,7.0273,1.1905,-0.0041248,1.0883,12.115,14.837,0.4283,-0.048775,6,1.2
97026,7.6695,-26.284,7.0368,2.8606,-0.21243,2.1487,4.5112,17.837,1.6357,-0.0182,1,-2.9
97027,7.7032,-26.284,7.004,2.8481,-0.23729,2.1393,4.4915,17.759,1.6285,-0.014808,2,-2.9
97028,7.6431,-26.284,7.0626,2.8705,-0.24144,2.1561,4.5268,17.899,1.6413,-0.019128,3,-2.9
97029,7.6503,-26.284,7.0555,2.8678,-0.24283,2.1541,4.5225,17.882,1.6398,-0.011416,4,-2.9
97030,7.6599,-26.284,7.0462,2.8642,-0.24607,2.1514,4.5169,17.86,1.6377,-0.012336,5,-2.9
97031,7.4958,-26.284,7.21,2.9269,-0.2397,2.1985,4.6158,18.251,1.6736,-0.013576,6,-2.9
97104,39.627,-172.97,37.469,1.3086,-0.15065,0.5413,4.1305,0.4468,2.2126,-0.00389,1,-5.8
97105,39.183,-172.97,37.537,1.3234,-0.12206,0.5474,4.1773,0.4519,2.2377,-0.018339,2,-5.8
97106,39.031,-172.97,37.561,1.3286,-0.13768,0.5495,4.1937,0.4537,2.2464,-0.0072244,3,-5.8
97107,38.879,-172.97,37.585,1.3338,-0.16939,0.5517,4.2101,0.4554,2.2552,-0.0033343,4,-5.8
97108,39.052,-172.97,37.558,1.3278,-0.18027,0.5492,4.1913,0.4534,2.2452,0.00055572,5,-5.8
97109,38.987,-172.97,37.568,1.3301,-0.17373,0.5502,4.1984,0.4542,2.2489,-0.00389,6,-5.8
97134,138.19,-66.25,16.997,2.7436,-0.40206,2.2329,32.934,20.801,1.4212,0.030538,1,58.3
97135,134.21,-66.25,17.39,2.825,-0.3877,2.2991,33.91,21.418,1.4633,0.0012715,2,58.3
97136,134.15,-66.25,17.395,2.8261,-0.39716,2.3001,33.924,21.426,1.4639,0.03096,3,58.3
97137,131.93,-66.25,17.625,2.8738,-0.40558,2.3388,34.496,21.788,1.4886,0.031382,4,58.3
97138,129.47,-66.25,17.889,2.9284,-0.40992,2.3833,35.151,22.202,1.5169,0.048771,5,58.3
97139,131.4,-66.25,17.681,2.8854,-0.4221,2.3483,34.635,21.876,1.4946,0.068704,6,58.3
97170,8.1632,22.988,9.2591,1.4605,0.097244,1.0098,5.6268,19.993,0.8032,-0.029034,1,45.4
97171,8.137,22.988,9.2737,1.4652,0.098862,1.013,5.6449,20.058,0.8058,-0.03949,2,45.4
97172,8.0979,22.988,9.2956,1.4722,0.10448,1.0179,5.6721,20.155,0.8097,-0.036393,3,45.4
97173,8.1566,22.988,9.2627,1.4616,0.093866,1.0106,5.6313,20.009,0.8039,-0.031744,4,45.4
97174,8.183,22.988,9.2481,1.4569,0.12091,1.0073,5.6132,19.945,0.8013,-0.038717,5,45.4
97175,8.2329,22.988,9.2207,1.4481,0.11993,1.0012,5.5791,19.824,0.7964,-0.041814,6,45.4
97218,0,7.1494,21.666,6.4965,-0.41461,6.5063,30.93,40.093,5.0293,-0.0092814,1,0.3
97219,0,7.1494,20.882,6.284,-0.39411,6.2935,29.918,38.782,4.8647,0.017369,2,0.3
97220,0,7.1494,21.235,6.3796,-0.37564,6.3893,30.374,39.372,4.9388,-0.015911,3,0.3
97221,0,7.1494,21.282,6.3923,-0.37412,6.402,30.434,39.45,4.9486,-0.00092814,4,0.3
97222,0,7.1494,21.557,6.4669,-0.37536,6.4766,30.789,39.91,5.0063,0.0010607,5,0.3
97223,0,7.1494,21.594,6.477,-0.37903,6.4868,30.837,39.973,5.0142,0.012729,6,0.3
97332,3.4938,37.254,11.508,7.6172,0.0042803,6.5306,13.834,25.078,0.9967,-0.029983,1,-11.1
97333,3.5765,37.254,11.277,7.441,-0.032107,6.3796,13.514,24.497,0.9736,0.0017022,2,-11.1
97334,3.4879,37.254,11.524,7.6302,0.0033124,6.5417,13.857,25.12,0.9984,-0.021468,3,-11.1
97335,3.4926,37.254,11.511,7.6198,-0.033091,6.5329,13.838,25.086,0.997,0.0034043,4,-11.1
97336,3.5961,37.254,11.149,7.3426,-0.0050484,6.3448,13.44,24.364,0.9683,0.0020442,5,-11.1
97337,3.6025,37.254,11.132,7.3296,0.037355,6.3336,13.416,24.321,0.9666,-0.026801,6,-11.1
97380,1.0032,36.91,10.445,2.1786,-0.28322,1.9776,17.141,20.447,1.9607,0.0058626,1,22.1
97381,1.0044,36.91,10.434,2.1761,-0.31492,1.9753,17.121,20.423,1.9584,0.059112,2,22.1
97382,1.0021,36.91,10.455,2.1811,-0.31116,1.9798,17.16,20.471,1.9629,0.05789,3,22.1
97383,1.006,36.91,10.419,2.1725,-0.3148,1.9721,17.093,20.39,1.9553,0.060331,4,22.1
97384,1.0095,36.91,10.388,2.165,-0.30295,1.9652,17.034,20.32,1.9485,0.05618,5,22.1
97385,0.9954,36.91,10.516,2.1957,-0.29157,1.9931,17.275,20.607,1.9761,0.052516,6,22.1
97488,3.3413,-50.555,16.168,4.759,-0.17423,3.8941,15.392,16.616,3.4618,0.0044552,1,0.6
97489,3.3397,-50.555,16.175,4.7612,-0.17273,3.896,15.399,16.623,3.4634,0.010656,2,0.6
97490,3.3625,-50.555,16.074,4.729,-0.17679,3.8696,15.295,16.511,3.44,0.011132,3,0.6
97491,3.3598,-50.555,16.086,4.7327,-0.15828,3.8727,15.307,16.524,3.4427,0.004294,4,0.6
97492,3.3487,-50.555,16.135,4.7485,-0.15112,3.8855,15.358,16.579,3.4541,0.0050884,5,0.6
97493,3.289,-50.555,16.405,4.8346,-0.14507,3.956,15.636,16.88,3.5168,0.0084307,6,0.6
97566,0.1816,46.22,13.402,4.1302,-0.47178,3.8,33.905,23.001,1.0101,0.015874,1,10.9
97567,0.1828,46.22,13.316,4.1041,-0.51456,3.776,33.69,22.855,1.0037,0.13495,2,10.9
97568,0.184,46.22,13.229,4.078,-0.50244,3.7519,33.476,22.71,0.9973,0.12776,3,10.9
97569,0.1841,46.22,13.218,4.0745,-0.48629,3.7488,33.448,22.691,0.9964,0.12058,4,10.9
97570,0.1814,46.22,13.422,4.1364,-0.42134,3.8057,33.956,23.035,1.0116,0.11964,5,10.9
97571,0.1804,46.22,13.495,4.1584,-0.43448,3.826,34.136,23.158,1.017,0.13664,6,10.9
97572,0,-28.371,7.2443,2.2977,0.078038,1.9461,11.809,9.8286,2.1355,0.0022725,1,6.9
97573,0,-28.371,7.1337,2.271,0.2648,1.9234,11.672,9.7143,2.1107,-0.13961,2,6.9
97574,0,-28.371,7.189,2.2843,0.27058,1.9347,11.741,9.7715,2.1231,-0.14961,3,6.9
97575,0,-28.371,7.1187,2.2673,0.27592,1.9203,11.653,9.6987,2.1073,-0.14461,4,6.9
97576,0,-28.371,7.0735,2.2564,0.28923,1.9111,11.597,9.652,2.0971,-0.15098,5,6.9
97577,0,-28.371,7.1237,2.2685,0.30678,1.9214,11.66,9.7039,2.1084,-0.15507,6,6.9
97602,1.5061,-821.82,9.5911,1.2707,-0.14772,1.1551,18.683,9.3935,2.737,-0.016,1,4.1
97603,1.5019,-821.82,9.6278,1.2742,0.015915,1.1583,18.735,9.4197,2.7446,-0.095118,2,4.1
97604,1.4786,-821.82,9.8357,1.2943,0.016741,1.1766,19.031,9.5682,2.7879,-0.092592,3,4.1
97605,1.48,-821.82,9.8235,1.2931,-0.0080535,1.1755,19.014,9.5595,2.7854,-0.078282,4,4.1
97606,1.4786,-821.82,9.8357,1.2943,0.0054857,1.1766,19.031,9.5682,2.7879,-0.079127,5,4.1
97607,1.4679,-821.82,9.9336,1.3038,-0.0091378,1.1851,19.17,9.6381,2.8083,-0.078282,6,4.1
97692,3.5528,-20.321,11.268,4.7921,-0.062514,3.9817,13.726,16.361,1.4698,-0.016457,1,0.9
97693,3.5826,-20.321,11.189,4.7523,-0.074121,3.9486,13.613,16.225,1.4576,-0.008536,2,0.9
97694,3.5263,-20.321,11.339,4.8281,-0.060391,4.0116,13.83,16.484,1.4809,-0.016755,3,0.9
97695,3.5478,-20.321,11.281,4.7989,-0.063082,3.9873,13.746,16.384,1.4719,-0.001081,4,0.9
97696,3.5073,-20.321,11.391,4.8544,-0.050984,4.0334,13.905,16.573,1.4889,-0.0071382,5,0.9
97697,3.5786,-20.321,11.209,4.7626,-0.059883,3.953,13.628,16.243,1.4592,0.0043426,6,0.9
97758,5.34,-3.2793,10.269,30.854,-0.21438,23.482,11.78,9.6712,3.0935,-0.0062128,1,0.6
97759,5.3292,-3.2793,10.287,30.916,-0.21037,23.53,11.803,9.6906,3.0997,0.0013456,2,0.6
97760,5.3159,-3.2793,10.31,30.994,-0.20988,23.589,11.833,9.715,3.1075,0.0033595,3,0.6
97761,5.245,-3.2793,10.431,31.413,-0.20532,23.908,11.993,9.8464,3.1495,0.0058797,4,0.6
97762,5.2329,-3.2793,10.452,31.485,-0.20884,23.963,12.021,9.8691,3.1568,0.019484,5,0.6
97763,5.1826,-3.2793,10.54,31.791,-0.21537,24.195,12.137,9.9648,3.1874,0.021836,6,0.6
97824,6.5987,-18.367,11.245,1.4946,-0.10267,0.8576,8.2647,14.891,0.613,-0.0041592,1,-0.6
97825,6.6354,-18.367,11.203,1.4863,-0.086357,0.8528,8.2189,14.808,0.6096,-0.018569,2,-0.6
97826,6.5965,-18.367,11.248,1.495,-0.085059,0.8578,8.2674,14.896,0.6132,-0.024006,3,-0.6
97827,6.5687,-18.367,11.279,1.5014,-0.1011,0.8615,8.3024,14.959,0.6158,-0.018245,4,-0.6
97828,6.5601,-18.367,11.289,1.5033,-0.099266,0.8626,8.3132,14.978,0.6166,-0.014086,5,-0.6
97829,6.5453,-18.367,11.306,1.5067,-0.097,0.8646,8.3321,15.012,0.618,-0.012807,6,-0.6
97914,10.372,-3.8792,5.7517,1.3418,-0.26,0.8844,8.0895,7.1218,1.1935,-0.029021,1,-1.6
97915,10.492,-3.8792,5.7091,1.3264,-0.23716,0.8742,7.9965,7.04,1.1798,-0.039046,2,-1.6
97916,10.732,-3.8792,5.6276,1.2968,-0.24359,0.8547,7.8183,6.883,1.1535,-0.050085,3,-1.6
97917,10.871,-3.8792,5.5816,1.2802,-0.22591,0.8438,7.7178,6.7945,1.1386,-0.071259,4,-1.6
97918,11.048,-3.8792,5.5251,1.2597,-0.21695,0.8303,7.5945,6.686,1.1204,-0.083196,5,-1.6
97919,11.042,-3.8792,5.5269,1.2604,-0.19947,0.8307,7.5983,6.6894,1.121,-0.09784,6,-1.6
