,DY,EBITG,EV2EBITDA,M2B,MOMENTUM,PB,PE,PF,PS,RETURN,days,surprise
39497,0,-0.8485,8.8452,2.5474,0.11155,2.3762,20.417,19.31,2.2214,0.10142,6,7.4
39552,2.2178,38.238,8.4954,3.0807,-0.042076,2.44,12.445,27.6,0.4259,0.0044513,1,2.1
39553,2.2138,38.238,8.5082,3.0863,-0.0077017,2.4445,12.467,27.65,0.4267,0.0052594,2,2.1
39554,2.2058,38.238,8.5337,3.0975,-0.01521,2.4533,12.513,27.75,0.4282,0.0070785,3,2.1
39555,2.19,38.238,8.5847,3.1198,-0.024259,2.471,12.603,27.95,0.4313,0.010722,4,2.1
39556,2.1444,38.238,8.7363,3.1861,-0.033577,2.5235,12.871,28.544,0.4405,0.018003,5,2.1
39557,2.1432,38.238,8.7405,3.188,-0.045866,2.525,12.878,28.561,0.4407,0.039643,6,2.1
39594,2.2229,0.2676,9.3597,3.218,-0.033567,1.1923,5.5801,4.722,0.4332,0.0018269,1,6.6
39595,2.2518,0.2676,9.2367,3.1766,-0.097128,1.1769,5.5083,4.6612,0.4276,0.081379,2,6.6
39596,2.2247,0.2676,9.3516,3.2153,-0.12842,1.1913,5.5754,4.718,0.4328,0.067474,3,6.6
39597,2.191,0.2676,9.4989,3.2648,-0.1456,1.2096,5.6612,4.7906,0.4395,0.080466,4,6.6
39598,2.1433,0.2676,9.7147,3.3374,-0.15774,1.2365,5.7871,4.8971,0.4492,0.097106,5,6.6
39599,2.1547,0.2676,9.6623,3.3198,-0.18675,1.23,5.7565,4.8713,0.4469,0.1215,6,6.6
39942,0.4567,47.131,12.235,4.5334,-0.52271,4.1018,18.277,53.55,1.9952,0.017787,1,0
39943,0.4609,47.131,12.133,4.4921,-0.53561,4.0644,18.11,53.062,1.977,0.053023,2,0
39944,0.4642,47.131,12.053,4.4601,-0.51846,4.0355,17.981,52.684,1.9629,0.04342,3,0
39945,0.4538,47.131,12.308,4.5629,-0.55159,4.1285,18.396,53.898,2.0082,0.035989,4,0
39946,0.4821,47.131,12.49,4.6367,-0.55927,3.8855,17.313,50.726,1.89,0.059869,5,0
39947,0.4724,47.131,12.726,4.7318,-0.52822,3.9652,17.668,51.767,1.9287,-0.0025047,6,0
39960,1.3612,-35.185,6.9218,2.2705,0.41012,1.9296,11.272,106.3,0.6542,0.038576,1,12
39961,1.3345,-35.185,7.0403,2.3159,0.35912,1.9682,11.498,108.43,0.6673,0.059345,2,12
39962,1.3783,-35.185,6.8483,2.2423,0.29055,1.9056,11.133,104.98,0.6461,0.080542,3,12
39963,1.4191,-35.185,6.6799,2.1778,0.30446,1.8508,10.812,101.96,0.6275,0.046203,4,12
39964,1.3981,-35.185,6.7653,2.2105,0.32907,1.8786,10.975,103.5,0.6369,0.016105,5,12
39965,1.4132,-35.185,6.7037,2.1869,0.29842,1.8585,10.857,102.39,0.6301,0.031371,6,12
40020,3.9784,-29.195,6.7514,2.7543,0.37839,2.1582,10.054,21.431,0.5413,0.00031039,1,-7.2
40021,4.1507,-29.195,6.53,2.6399,0.34184,2.0687,9.6369,20.542,0.5188,0.0031039,2,-7.2
40022,4.3321,-29.195,6.316,2.5294,0.39187,1.9821,9.2335,19.682,0.4971,-0.038533,3,-7.2
40023,4.2457,-29.195,6.4157,2.5809,0.44756,2.0224,9.4213,20.082,0.5072,-0.078796,4,-7.2
40024,4.2805,-29.195,6.3751,2.5599,0.40287,2.0059,9.3447,19.919,0.5031,-0.060039,5,-7.2
40025,4.2981,-29.195,6.3548,2.5494,0.40203,1.9977,9.3065,19.838,0.5011,-0.067666,6,-7.2
40032,22.079,5.4036,6.5536,3.6952,0.2418,1.4876,6.3793,2.9876,0.6608,-0.021769,1,-7.4
40033,22.217,5.4036,6.5353,3.6722,0.20423,1.4783,6.3396,2.9691,0.6567,-0.020882,2,-7.4
40034,23.127,5.4036,6.42,3.5277,0.25596,1.4202,6.0901,2.8522,0.6309,-0.026979,3,-7.4
40035,22.725,5.4036,6.4697,3.59,0.28833,1.4453,6.1978,2.9027,0.642,-0.065285,4,-7.4
40036,22.663,5.4036,6.4775,3.5998,0.26252,1.4492,6.2148,2.9106,0.6438,-0.048747,5,-7.4
40037,22.317,5.4036,6.5221,3.6557,0.24204,1.4717,6.3112,2.9558,0.6538,-0.046132,6,-7.4
40038,4.7908,9.136,7.2066,0.7654,0.22777,0.614,10.437,8.346,0.9933,-0.0088032,1,4.7
40039,4.7968,9.136,7.2003,0.7645,0.22134,0.6132,10.424,8.3356,0.9921,-0.040402,2,4.7
40040,4.9838,9.136,6.9131,0.7234,0.22813,0.5902,10.032,8.0227,0.9549,-0.0416,3,4.7
40041,4.9621,9.136,6.9352,0.7266,0.25922,0.5928,10.076,8.0579,0.959,-0.077575,4,4.7
40042,5.0168,9.136,6.8809,0.7188,0.23574,0.5863,9.9665,7.97,0.9486,-0.073536,5,4.7
40043,5.0235,9.136,6.8731,0.7177,0.26215,0.5855,9.9533,7.9594,0.9473,-0.08364,6,4.7
40080,2.405,545.5,6.1033,1.1604,0.64176,0.9117,9.0032,7.4109,0.3636,0.071083,1,2.3
40081,2.5011,545.5,5.9729,1.1158,0.60837,0.8766,8.6573,7.1262,0.3497,0.072294,2,2.3
40082,2.5872,545.5,5.8642,1.0786,0.72355,0.8475,8.369,6.889,0.338,0.031101,3,2.3
40083,2.582,545.5,5.8706,1.0808,0.76774,0.8492,8.386,6.9029,0.3387,-0.0032292,4,2.3
40084,2.5339,545.5,5.9307,1.1014,0.76258,0.8653,8.5454,7.0341,0.3451,-0.001211,5,2.3
40085,2.5258,545.5,5.9409,1.1049,0.72658,0.8681,8.5725,7.0564,0.3462,0.017771,6,2.3
40296,0,75.384,76.349,16.109,-0.14481,16.273,362.71,45.079,9.6342,-0.0026535,1,-1.5
40297,0,75.384,73.707,15.602,-0.29873,15.761,351.29,43.661,9.3311,0.16869,2,-1.5
40298,0,75.384,72.413,15.354,-0.2572,15.51,345.71,42.966,9.1827,0.13192,3,-1.5
40299,0,75.384,72.005,15.275,-0.27446,15.275,340.47,42.316,9.0436,0.11391,4,-1.5
40300,0,75.384,73.56,15.574,-0.28179,15.574,347.12,43.142,9.2202,0.097043,5,-1.5
40301,0,75.384,71.813,15.238,-0.26877,15.238,339.65,42.213,9.0217,0.11846,6,-1.5
40398,0,-45.788,8.8433,2.1356,-0.19887,1.9239,17.515,8.1257,1.6957,0.016446,1,-27.1
40399,0,-45.788,8.8403,2.1342,-0.18427,1.9407,17.668,8.1965,1.7105,0.013008,2,-27.1
40400,0,-45.788,8.9276,2.1732,-0.19025,1.9762,17.99,8.3462,1.7417,0.021846,3,-27.1
40401,0,-45.788,8.9654,2.1901,-0.2096,1.9915,18.13,8.4111,1.7553,0.0405,4,-27.1
40402,0,-45.788,8.9092,2.165,-0.20494,1.9687,17.922,8.3147,1.7352,0.0486,5,-27.1
40403,0,-45.788,8.9069,2.164,-0.1808,1.9678,17.914,8.3107,1.7343,0.036573,6,-27.1
40500,1.9516,13.587,6.9506,3.4614,-0.029959,2.8159,14.64,8.9688,0.8178,-0.021138,1,1.2
40501,1.9221,13.587,7.0714,3.5146,-0.07239,2.8591,14.865,9.1066,0.8304,0.0151,2,1.2
40502,1.9353,13.587,7.0168,3.4906,-0.11667,2.8396,14.763,9.0443,0.8247,0.030701,3,1.2
40503,1.9184,13.587,7.087,3.5215,-0.13572,2.8647,14.894,9.1244,0.832,0.023651,4,1.2
40504,2.0323,13.587,6.6388,3.3241,-0.13804,2.7042,14.059,8.613,0.7854,0.032713,5,1.2
40505,2.0105,13.587,6.7206,3.3601,-0.086863,2.7335,14.211,8.7064,0.7939,-0.025163,6,1.2
40638,0,20.675,7.6539,2.7497,0.11399,2.0908,11.701,13.655,0.6169,-0.012004,1,-0.8
40639,0,20.675,7.3753,2.6553,0.10973,2.019,11.299,13.186,0.5957,-0.0026688,2,-0.8
40640,0,20.675,7.4042,2.6651,0.18205,2.0265,11.341,13.235,0.5979,-0.036904,3,-0.8
40641,0,20.675,7.1365,2.5744,0.18817,1.9575,10.955,12.784,0.5776,-0.033348,4,-0.8
40642,0,20.675,7.4223,2.6713,0.22581,2.0311,11.367,13.265,0.5993,-0.066255,5,-0.8
40643,0,20.675,7.2305,2.6063,0.17637,1.9817,11.091,12.942,0.5847,-0.031126,6,-0.8
40782,1.3812,41.348,6.701,3.3835,-0.020341,2.9305,12.555,35.699,0.2131,0.026849,1,0
40783,1.385,41.348,6.6883,3.374,0.036896,2.9224,12.52,35.599,0.2125,-0.0098736,2,0
40784,1.4255,41.348,6.5595,3.2782,0.050887,2.8394,12.165,34.588,0.2065,-0.012645,3,0
40785,1.4116,41.348,6.603,3.3106,0.088925,2.8674,12.285,34.93,0.2085,-0.04068,4,0
40786,1.3757,41.348,6.7191,3.397,0.072226,2.9422,12.605,35.841,0.2139,-0.031207,5,0
40787,1.3889,41.348,6.6756,3.3646,0.062245,2.9142,12.485,35.5,0.2119,-0.005926,6,0
40824,3.1845,38.64,4.3498,2.7598,0.62396,1.8203,6.4154,11.55,0.84,0.04,1,0
40825,3.1975,38.64,4.3286,2.7486,0.73743,1.8129,6.3894,11.504,0.8366,0.0023184,2,0
40826,3.2389,38.64,4.2621,2.7135,0.71474,1.7897,6.3078,11.357,0.8259,-0.0017388,3,0
40827,3.1754,38.64,4.3649,2.7678,0.73171,1.8255,6.4339,11.584,0.8424,-0.01449,4,0
40828,3.2638,38.64,4.2228,2.6927,0.70401,1.776,6.2596,11.27,0.8196,0.0052163,5,0
40829,3.0538,38.64,4.5734,2.8779,0.76724,1.8982,6.69,12.045,0.8759,-0.022024,6,0
41022,1.4003,31.143,11.422,4.3937,-0.12877,3.906,17.082,15.762,1.6483,0.0025911,1,15
41023,1.3636,31.143,11.752,4.512,-0.20215,4.0111,17.541,16.187,1.6926,0.090807,2,15
41024,1.3778,31.143,11.622,4.4656,-0.22485,3.9699,17.361,16.02,1.6752,0.12016,3,15
41025,1.4214,31.143,11.24,4.3284,-0.21355,3.848,16.828,15.528,1.6238,0.10864,4,15
41026,1.4277,31.143,11.187,4.3095,-0.19057,3.8311,16.754,15.46,1.6167,0.074591,5,15
41027,1.4303,31.143,11.165,4.3016,-0.2036,3.8242,16.724,15.432,1.6137,0.069887,6,15
41052,1.1406,49.492,9.4719,3.1237,0.21593,2.6095,15.063,65.259,0.558,0.049756,1,3.1
41053,1.1421,49.492,9.4596,3.1196,0.24555,2.6061,15.043,65.174,0.5572,0.033442,2,3.1
41054,1.1635,49.492,9.2874,3.0621,0.23492,2.558,14.766,63.972,0.547,0.032083,3,3.1
41055,1.1582,49.492,9.3292,3.0761,0.24855,2.5697,14.833,64.264,0.5495,0.013052,4,3.1
41056,1.1382,49.492,9.4916,3.1303,0.22725,2.615,15.095,65.397,0.5592,0.017676,5,3.1
41057,1.1136,49.492,9.6894,3.1963,0.20209,2.6727,15.428,66.839,0.5715,0.035618,6,3.1
41106,0,1.8232,11.036,4.7948,-0.12178,4.3964,15.321,13.027,4.3349,-0.0066383,1,0
41107,0,1.8232,11,4.78,-0.048383,4.3828,15.274,12.987,4.3216,-0.07827,2,0
41108,0,1.8232,11.113,4.8269,-0.061955,4.4258,15.424,13.114,4.3639,-0.081118,3,0
41109,0,1.8232,11.617,5.0366,-0.071575,4.6182,16.094,13.684,4.5536,-0.072104,4,0
41110,0,1.8232,11.7,5.0711,-0.11171,4.6363,16.157,13.738,4.5714,-0.031781,5,0
41111,0,1.8232,11.813,5.1181,-0.11469,4.6793,16.307,13.865,4.6138,-0.027985,6,0
41244,1.3806,225.64,6.2731,3.9787,0.092819,3.0508,10.189,10.863,0.3619,0.010812,1,3.6
41245,1.369,225.64,6.3282,4.0124,0.14419,3.0766,10.275,10.955,0.365,-0.021624,2,3.6
41246,1.3806,225.64,6.2731,3.9787,0.10595,3.0508,10.189,10.863,0.3619,-0.013343,3,3.6
41247,1.3917,225.64,6.2211,3.9469,0.12835,3.0264,10.108,10.777,0.359,-0.021624,4,3.6
41248,1.4228,225.64,6.0803,3.8609,0.13228,2.9604,9.8872,10.541,0.3512,-0.029444,5,3.6
41249,1.3951,225.64,6.2058,3.9376,0.13904,3.0192,10.084,10.751,0.3582,-0.05061,6,3.6
41268,0,19.763,22.302,8.9444,-0.7571,7.5873,32.618,31.254,5.5004,0.10094,1,18.5
41269,0,19.763,22.694,9.103,-0.75541,7.7219,33.197,31.808,5.598,0.12734,2,18.5
41270,0,19.763,22.743,9.1229,-0.75734,7.7271,33.219,31.83,5.6017,0.14734,3,18.5
41271,0,19.763,23.24,9.3244,-0.77075,7.8977,33.953,32.533,5.7254,0.1481,4,18.5
41272,0,19.763,23.045,9.2453,-0.76804,7.8307,33.665,32.257,5.6769,0.17346,5,18.5
41273,0,19.763,23.944,9.6095,-0.75504,8.1392,34.991,33.527,5.9005,0.16351,6,18.5
41322,5.1607,-31.344,9.5457,2.7321,0.063628,1.9647,10.253,8.1255,1.3411,-0.12789,1,-13.9
41323,5.1236,-31.344,9.6112,2.7519,0.079781,1.9789,10.328,8.1844,1.3508,-0.13605,2,-13.9
41324,5.0839,-31.344,9.6825,2.7734,0.071413,1.9944,10.408,8.2484,1.3614,-0.1298,3,-13.9
41325,5.1172,-31.344,9.6227,2.7553,0.058288,1.9814,10.341,8.1946,1.3525,-0.12299,4,-13.9
41326,5.0123,-31.344,9.8137,2.813,0.063111,2.0229,10.557,8.3661,1.3808,-0.12871,5,-13.9
41327,5.0478,-31.344,9.7481,2.7932,0.037469,2.0086,10.483,8.3072,1.3711,-0.11048,6,-13.9
41376,3.3514,49.496,10.03,4.0789,-0.064735,3.0588,11.6,12.446,2.2877,-0.001372,1,4.8
41377,3.3483,49.496,10.039,4.0827,-0.04276,3.0616,11.611,12.457,2.2898,-0.0006053,2,4.8
41378,3.3106,49.496,10.154,4.1292,-0.045404,3.0965,11.743,12.599,2.3159,0.00030265,3,4.8
41379,3.32,49.496,10.125,4.1174,-0.048701,3.0877,11.71,12.563,2.3093,0.011723,4,4.8
41380,3.2868,49.496,10.227,4.159,-0.043321,3.1189,11.828,12.69,2.3327,0.0088172,5,4.8
41381,3.2736,49.496,10.268,4.1758,-0.058273,3.1314,11.875,12.741,2.3421,0.019006,6,4.8
41388,6.6851,-3.4221,8.2436,6.5345,-0.076516,5.7734,17.773,15.365,3.7212,0.089564,1,0.4
41389,6.3983,-3.4221,8.6341,6.8274,-0.10413,6.0322,18.569,16.054,3.888,0.096669,2,0.4
41390,6.186,-3.4221,8.9464,7.0617,-0.13176,6.2392,19.207,16.605,4.0214,0.14582,3,0.4
41391,6.3349,-3.4221,8.7252,6.8958,-0.15969,6.0926,18.755,16.215,3.9269,0.18514,4,0.4
41392,6.3529,-3.4221,8.6992,6.8762,-0.13457,6.0753,18.702,16.169,3.9158,0.15729,5,0.4
41393,6.1689,-3.4221,8.9725,7.0813,-0.12764,6.2564,19.26,16.651,4.0326,0.15401,6,0.4
41394,2.8202,-27.17,8.236,3.1502,-0.030137,2.3228,13.311,10.908,2.4532,0.010627,1,5.1
41395,2.8228,-27.17,8.2278,3.1474,-0.070757,2.3207,13.299,10.898,2.451,0.069597,2,5.1
41396,2.7677,-27.17,8.4085,3.21,-0.053521,2.3669,13.564,11.115,2.4997,0.068631,3,5.1
41397,2.7788,-27.17,8.3716,3.1972,-0.051989,2.3574,13.509,11.07,2.4898,0.089893,4,5.1
41398,2.8382,-27.17,8.1785,3.1303,-0.032916,2.3081,13.227,10.839,2.4377,0.085545,5,5.1
41399,2.7665,-27.17,8.4127,3.2114,-0.023394,2.3679,13.57,11.12,2.5008,0.062832,6,5.1
41406,1.1608,3.827,9.4164,2.7738,-0.25954,2.2742,15.688,39.522,2.0006,0.011558,1,7.5
41407,1.1799,3.827,9.2964,2.7289,-0.28575,2.2374,15.434,38.882,1.9682,0.04868,2,7.5
41408,1.1352,3.827,9.5834,2.8364,-0.25338,2.3255,16.042,40.412,2.0457,0.031695,3,7.5
41409,1.147,3.827,9.5054,2.8072,-0.27554,2.3016,15.877,39.997,2.0246,0.072315,4,7.5
41410,1.1461,3.827,9.5116,2.8095,-0.26638,2.3035,15.89,40.03,2.0263,0.061282,5,7.5
41411,1.1712,3.827,9.3508,2.7493,-0.26714,2.2541,15.549,39.172,1.9829,0.06216,6,7.5
41430,3.0373,18.231,16.029,6.1228,-0.17718,4.643,16.288,18.917,3.5407,0.0034477,1,6.7
41431,3.0661,18.231,15.883,6.0653,-0.16935,4.5994,16.135,18.739,3.5075,-0.0042686,2,6.7
41432,3.0539,18.231,15.945,6.0895,-0.16002,4.6178,16.199,18.814,3.5215,-0.013618,3,6.7
41433,3.0773,18.231,15.827,6.0431,-0.15786,4.5826,16.076,18.67,3.4946,-0.0096821,4,6.7
41434,3.0554,18.231,15.937,6.0865,-0.15856,4.6155,16.191,18.804,3.5197,-0.01723,5,6.7
41435,3.0589,18.231,15.919,6.0794,-0.16359,4.6101,16.172,18.782,3.5156,-0.010175,6,6.7
41436,6.9614,-19.661,13.132,4.3786,0.1214,1.6461,6.7911,7.7296,1.1107,-0.010785,1,1.1
41437,6.9902,-19.661,13.084,4.3605,0.11206,1.6393,6.7631,7.6977,1.1061,-0.018878,2,1.1
41438,7.0165,-19.661,13.04,4.3442,0.10147,1.6332,6.7377,7.6689,1.102,-0.022925,3,1.1
41439,7.0178,-19.661,13.038,4.3433,0.11739,1.6329,6.7364,7.6673,1.1017,-0.026583,4,1.1
41440,7.0123,-19.661,13.047,4.3467,0.10525,1.6341,6.7417,7.6734,1.1026,-0.026777,5,1.1
41441,7.029,-19.661,13.019,4.3364,0.1036,1.6303,6.7257,7.6552,1.1,-0.026005,6,1.1
41472,0,29.848,19.314,13.938,-0.23398,13.252,26.167,24.596,9.979,0.014296,1,5.9
41473,0,29.848,20.028,14.44,-0.21507,13.729,27.11,25.482,10.339,-0.021732,2,5.9
41474,0,29.848,20.163,14.535,-0.21068,13.819,27.288,25.649,10.406,0.013512,3,5.9
41475,0,29.848,19.683,14.197,-0.20931,13.498,26.654,25.054,10.165,0.020172,4,5.9
41476,0,29.848,19.529,14.089,-0.18265,13.395,26.45,24.862,10.087,-0.003522,5,5.9
41477,0,29.848,19.735,14.234,-0.17456,13.533,26.723,25.118,10.191,-0.011158,6,5.9
41520,0.1497,-30.159,6.0889,1.287,0.24028,1.2248,18.791,4.9211,0.8773,0.0087967,1,900
41521,0.153,-30.159,5.9067,1.2527,0.22118,1.1985,18.387,4.8154,0.8585,0.0056025,2,900
41522,0.1597,-30.159,5.6256,1.1997,0.21552,1.1478,17.61,4.6118,0.8222,-0.016005,3,900
41523,0.1546,-30.159,5.8364,1.2395,0.25136,1.1858,18.193,4.7645,0.8494,-0.057605,4,900
41524,0.1481,-30.159,6.1228,1.2934,0.19239,1.2375,18.985,4.972,0.8864,-0.026399,5,900
41525,0.1478,-30.159,6.1391,1.2965,0.1442,1.2404,19.03,4.9837,0.8885,0.015996,6,900
41568,8.629,25.873,6.4868,2.0555,0.25013,1.4206,6.6377,7.2499,2.0134,-0.033177,1,-7.9
41569,8.7443,25.873,6.3936,2.0284,0.25935,1.4018,6.5502,7.1543,1.9869,-0.029856,2,-7.9
41570,8.9255,25.873,6.2521,1.9872,0.27147,1.3734,6.4172,7.0091,1.9466,-0.042653,3,-7.9
41571,8.8851,25.873,6.2831,1.9962,0.26798,1.3796,6.4464,7.0409,1.9554,-0.062085,4,-7.9
41572,8.8142,25.873,6.3384,2.0123,0.25265,1.3907,6.4983,7.0976,1.9711,-0.057817,5,-7.9
41573,8.6459,25.873,6.473,2.0515,0.25073,1.4178,6.6248,7.2357,2.0095,-0.050235,6,-7.9
41586,2.8229,-24.347,13.436,5.5563,-0.10399,2.4469,9.2152,10.307,1.5204,-0.00033087,1,2.8
41587,2.8382,-24.347,13.366,5.5264,-0.10351,2.4337,9.1656,10.251,1.5122,0.014064,2,2.8
41588,2.8574,-24.347,13.279,5.4892,-0.094935,2.4173,9.1039,10.182,1.502,0.0086026,3,2.8
41589,2.8424,-24.347,13.347,5.5182,-0.08131,2.4301,9.1521,10.236,1.51,0.0018179,4,2.8
41590,2.8142,-24.347,13.477,5.5735,-0.082573,2.4545,9.2438,10.339,1.5251,0.0071156,5,2.8
41591,2.7906,-24.347,13.588,5.6207,-0.078676,2.4752,9.322,10.426,1.538,0.017209,6,2.8
41730,0.7963,-5.3847,15.283,8.1006,-0.27645,6.9298,20.881,32.791,4.5355,0.068731,1,-4.8
41731,0.8039,-5.3847,15.143,8.0249,-0.30225,6.8649,20.686,32.485,4.4931,0.12183,2,-4.8
41732,0.8118,-5.3847,14.963,7.9276,-0.30203,6.7975,20.483,32.166,4.449,0.11133,3,-4.8
41733,0.8352,-5.3847,14.554,7.7061,-0.29274,6.6076,19.911,31.267,4.3247,0.10042,4,-4.8
41734,0.8287,-5.3847,14.666,7.7666,-0.26201,6.6595,20.067,31.512,4.3586,0.069674,5,-4.8
41735,0.8317,-5.3847,14.613,7.7379,-0.27094,6.6348,19.993,31.396,4.3425,0.078069,6,-4.8
41742,1.0853,-34.783,8.7608,1.6085,0.2342,0.8635,11.351,4.8195,0.4091,0.0048305,1,0.4
41743,1.1318,-34.783,8.5315,1.5424,0.26795,0.828,10.884,4.6213,0.3923,0.006218,2,0.4
41744,1.1286,-34.783,8.5468,1.5468,0.27897,0.8304,10.915,4.6345,0.3934,-0.035162,3,0.4
41745,1.127,-34.783,8.5544,1.549,0.28809,0.8316,10.931,4.6411,0.394,-0.032413,4,0.4
41746,1.1294,-34.783,8.5433,1.5458,0.30041,0.8298,10.908,4.6312,0.3931,-0.031026,5,0.4
41747,1.1294,-34.783,8.5433,1.5458,0.31029,0.8298,10.908,4.6312,0.3931,-0.033094,6,0.4
41760,2.2455,3.0279,8.0373,5.6408,-0.21053,4.2769,11.114,9.9195,0.8663,0.085125,1,9.4
41761,2.2816,3.0279,7.9185,5.5514,-0.15438,4.2092,10.938,9.7624,0.8526,0.060313,2,9.4
41762,2.2905,3.0279,7.8897,5.5298,-0.1404,4.1927,10.896,9.7243,0.8493,0.043516,3,9.4
41763,2.2869,3.0279,7.9014,5.5386,-0.12551,4.1994,10.913,9.7398,0.8506,0.039445,4,9.4
41764,2.275,3.0279,7.9401,5.5677,-0.12186,4.2215,10.97,9.7909,0.8551,0.041099,5,9.4
41765,2.2536,3.0279,8.0103,5.6205,-0.1292,4.2615,11.074,9.8838,0.8632,0.04657,6,9.4
41766,5.8829,-110.09,8.4816,2.9397,0.36876,1.9756,9.1651,9.521,0.8056,-0.081728,1,-2266.7
41767,5.8737,-110.09,8.4945,2.9443,0.45119,1.9787,9.1796,9.536,0.8069,-0.12626,2,-2266.7
41768,5.8278,-110.09,8.5587,2.9675,0.42867,1.9943,9.2518,9.611,0.8133,-0.12489,3,-2266.7
41769,5.8127,-110.09,8.5928,2.9798,0.43057,1.9995,9.2759,9.6361,0.8154,-0.118,4,-2266.7
41770,5.8553,-110.09,8.5328,2.9581,0.43536,1.9849,9.2085,9.566,0.8095,-0.1157,5,-2266.7
41771,5.8645,-110.09,8.52,2.9535,0.43277,1.9818,9.194,9.551,0.8082,-0.12213,6,-2266.7
41778,5.3112,5.077,9.1466,3.7403,0.18262,2.5771,9.3103,7.4675,1.9182,-0.047627,1,-4.1
41779,5.2961,5.077,9.173,3.751,0.17728,2.5845,9.3368,7.4888,1.9236,-0.057998,2,-4.1
41780,5.3123,5.077,9.1447,3.7396,0.16704,2.5766,9.3084,7.4659,1.9178,-0.055308,3,-4.1
41781,5.2779,5.077,9.2051,3.764,0.17515,2.5934,9.3691,7.5147,1.9303,-0.05819,4,-4.1
41782,5.2779,5.077,9.2051,3.764,0.17185,2.5934,9.3691,7.5147,1.9303,-0.052044,5,-4.1
41783,5.415,5.077,8.969,3.6687,0.1695,2.5277,9.1318,7.3244,1.8814,-0.052044,6,-4.1
41790,0.8559,-10.486,10.556,5.9799,-0.33987,5.2597,15.301,33.064,2.3758,0.00063098,1,0.8
41791,0.8649,-10.486,10.448,5.9176,-0.34991,5.2049,15.142,32.719,2.351,0.011595,2,0.8
41792,0.876,-10.486,10.319,5.8428,-0.35182,5.1391,14.95,32.306,2.3213,0.0010532,3,0.8
41793,0.8754,-10.486,10.236,5.7948,-0.33402,5.1424,14.96,32.326,2.3228,-0.011597,4,0.8
41794,0.8775,-10.486,10.213,5.7812,-0.33255,5.1304,14.925,32.251,2.3173,-0.010964,5,0.8
41795,0.913,-10.486,9.8241,5.5564,-0.32844,4.9309,14.344,30.996,2.2272,-0.013284,6,0.8
41814,5.6366,32.27,10.145,4.2715,0.2605,2.9652,8.2216,6.0264,2.412,-0.0032684,1,4.3
41815,5.6205,32.27,10.174,4.2837,0.3017,2.9737,8.2451,6.0436,2.4189,-0.031438,2,4.3
41816,5.4307,32.27,10.54,4.4334,0.29623,3.0776,8.5333,6.2548,2.5034,-0.028672,3,4.3
41817,5.3307,32.27,10.744,4.5166,0.27163,3.1354,8.6934,6.3722,2.5504,0.0052798,4,4.3
41818,5.238,32.27,10.939,4.5965,0.24916,3.1908,8.8471,6.4849,2.5955,0.024143,5,4.3
41819,5.8445,32.27,9.7732,4.1195,0.21411,2.8597,7.9291,5.812,2.3262,0.042253,6,4.3
41838,0,-21.427,14.684,5.1948,-0.43796,5.1951,32.258,8.2138,1.6023,0.019604,1,3.4
41839,0,-21.427,15.418,5.413,-0.27578,5.4133,33.613,8.5588,1.6696,-0.222,2,3.4
41840,0,-21.427,16.444,5.7178,-0.30833,5.7181,35.505,9.0407,1.7636,-0.18933,3,3.4
41841,0,-21.427,16.992,5.8805,-0.34704,5.8808,36.516,9.298,1.8138,-0.14376,4,3.4
41842,0,-21.427,16.467,5.7247,-0.34838,5.725,35.548,9.0516,1.7657,-0.11944,5,3.4
41843,0,-21.427,15.954,5.5723,-0.32818,5.5726,34.602,8.8107,1.7187,-0.14268,6,3.4
41850,1.5421,-18.976,7.7874,3.868,0.050862,3.1327,11.557,8.6262,2.3286,0.033449,1,12.6
41851,1.5293,-18.976,7.8556,3.9002,0.11232,3.1588,11.653,8.698,2.348,-0.02635,2,12.6
41852,1.5014,-18.976,8.0091,3.9727,0.18856,3.2175,11.87,8.8596,2.3916,-0.018243,3,12.6
41853,1.5035,-18.976,7.9977,3.9673,0.18091,3.2132,11.854,8.8477,2.3884,0,4,12.6
41854,1.5086,-18.976,7.9409,3.9404,0.17916,3.2023,11.813,8.8176,2.3803,-0.0013513,5,12.6
41855,1.4933,-18.976,8.0262,3.9807,0.17206,3.235,11.934,8.9077,2.4046,-0.0047379,6,12.6
41874,0,12.048,9.4056,1.2529,0.2264,1.2535,11.326,26.05,2.3111,0.03004,1,20.3
41875,0,12.048,9.26,1.2277,0.24729,1.2282,11.098,25.525,2.2645,0.019763,2,20.3
41876,0,12.048,9.2376,1.2238,0.25316,1.2243,11.062,25.445,2.2573,-0.00079051,3,20.3
41877,0,12.048,9.3328,1.2403,0.25476,1.2408,11.212,25.788,2.2878,-0.0039526,4,20.3
41878,0,12.048,9.428,1.2568,0.24432,1.2574,11.361,26.131,2.3182,0.0094862,5,20.3
41879,0,12.048,9.6184,1.2898,0.21484,1.2904,11.659,26.818,2.3792,0.022925,6,20.3
41970,0.2165,-15.167,12.48,2250,0.036839,1847.9,15.528,13.049,2.7686,0.039699,1,2.5
41971,0.2094,-15.167,12.867,2326,0.017344,1910.3,16.053,13.49,2.8621,0.063327,2,2.5
41972,0.2112,-15.167,12.765,2306,-0.073408,1893.9,15.915,13.374,2.8375,0.099246,3,2.5
41973,0.2097,-15.167,12.852,2323,-0.06104,1907.8,16.032,13.472,2.8584,0.089791,4,2.5
41974,0.2117,-15.167,12.74,2301,-0.067051,1889.7,15.88,13.345,2.8313,0.097824,5,2.5
