"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days","surprise"
"15550",156158,0,-0.518,24.065,9.9987,0.5281,9.5879,33.356,38.535,9.7195,-0.035558,3,7.9
"5716",70581,0,39.97,11.986,5.7998,0.52792,5.26,20.039,18.32,3.8501,-0.091197,4,26.8
"1249",28386,0,16.413,12.254,3.7651,0.52764,2.9433,16.726,18.177,2.0106,-0.10291,1,17
"1764",32861,0,24.91,34.789,3.5869,0.52762,3.4743,54.696,29.759,7.1814,0.0013943,6,-0.9
"14509",146189,0,-7.3826,19.079,7.9451,0.52737,7.6105,25.863,25.605,7.7256,-0.052852,6,-3
"6214",75687,0,28.257,9.5015,4.8692,0.52732,4.4135,16.7,14.479,3.3474,-0.0077868,4,77.1
"1341",28994,0.8357,158.13,6.6632,3.1568,0.52717,2.7267,8.9168,13.161,1.2167,0.099115,3,-12.2
"17411",172395,0.6373,260.47,6.9663,2.629,0.52712,2.5746,18.06,12.558,1.085,0.0055424,4,15.1
"681",23306,0,-224.28,11.038,7.3902,0.5269,6.9143,20.421,422.81,0.5164,-0.055796,3,24.4
"8703",95750,0,-115.33,7.1286,4.6634,0.52689,4.8229,5.9395,2.7354,0.2222,-0.073059,3,87.2
"683",23308,0,-224.28,10.627,7.0679,0.52654,6.6127,19.53,404.37,0.4939,-0.025881,5,24.4
"6042",74555,2.9259,59.702,7.0343,1.5017,0.52647,1.4065,22.449,7.4866,0.3506,-0.0013631,6,0
"15484",155276,0,-19.177,28.854,10.836,0.52596,10.871,38.208,33.592,10.451,0.023563,3,0.6
"502",22395,0,-62.293,22.42,3.6634,0.52568,3.1025,71.179,30.945,1.9832,-0.033654,4,-69.5
"6624",79097,1.8004,17.4,5.3717,3.1488,0.52567,2.6101,11.756,8.2034,0.9225,-0.086741,6,0
"14925",149731,0,-386.96,25.26,2.2251,0.52555,2.2251,27.814,6.7064,2.0982,-0.14048,2,27.7
"15482",155274,0,-19.177,28.935,10.866,0.5252,10.901,38.314,33.685,10.48,0.01275,1,0.6
"21986",217368,0.2477,0.8493,11.925,1.8821,0.52519,1.8753,49.009,21.109,2.8727,0.050737,1,52.8
"17412",172396,0.6499,260.47,6.822,2.5779,0.52513,2.5246,17.709,12.315,1.0639,0.0010399,5,15.1
"10095",106352,0.659,16.256,10.205,2.0309,0.52494,1.6448,15.479,15.197,2.1308,0.012878,3,13.1
"5959",73104,0,6.6671,16.302,5.0392,0.5249,5.064,23.987,22.559,3.9109,-0.081701,1,9.1
"8828",96217,0,-48.117,22.472,5.0973,0.52482,4.2063,32.552,13.191,3.1853,-0.036255,2,0.8
"17408",172392,0.6286,260.47,7.1431,2.6915,0.52456,2.6103,18.311,12.732,1.1001,0.0065823,1,15.1
"15483",155275,0,-19.177,29.028,10.9,0.52453,10.935,38.434,33.791,10.513,0.026625,2,0.6
"15551",156159,0,-0.518,23.535,9.769,0.52445,9.3677,32.59,37.65,9.4963,-0.032575,4,7.9
"5718",70583,0,39.97,11.512,5.613,0.524,5.0905,19.393,17.73,3.7261,-0.076733,6,26.8
"6762",80525,0,-15.788,12.403,6.0496,0.524,5.4847,19.771,17.621,4.1831,-0.06059,6,35.5
"7232",84655,0,29.511,37.726,9.3151,0.52367,9.3237,142.82,39.463,7.5035,-0.020098,2,-1.3
"1106",27463,0,42.527,34.103,3.5862,0.52362,3.0784,50.17,26.54,6.641,-0.10922,2,2
"6022",74013,0,-2.2549,14.229,5.2955,0.52359,4.7747,23.821,15.416,1.4874,-0.11453,4,12.1
"18524",182838,0.4891,1.1401,9.8359,4.5864,0.52351,4.4858,22.057,28.088,1.6603,-0.084149,1,6.9
"14506",146186,0,-7.3826,19.128,7.9672,0.52343,7.6465,25.985,25.727,7.7621,-0.08556,3,-3
"15192",153148,2.1955,145.83,10.097,3.3041,0.52318,2.9318,14.384,10.405,0.2442,-0.16531,5,166.7
"1763",32860,0,24.91,34.623,3.571,0.5228,3.4589,54.453,29.627,7.1495,-0.0019503,5,-0.9
"2521",39942,0.4567,47.131,12.235,4.5334,0.52271,4.1018,18.277,53.55,1.9952,-0.017787,1,0
"21793",216293,0.9656,-2.7778,20.77,5.7531,0.52245,5.6012,28.697,21.066,4.5998,-0.20771,6,13
"6522",78179,0,24.514,75.704,3.4146,0.52205,3.2117,41.512,20.365,2.5215,0.063388,6,17.9
"7857",89630,0,-10.191,52.568,11.742,0.522,11.862,215.75,50.546,9.8963,-0.13037,3,8.2
"14928",149734,0,-386.96,25.591,2.2617,0.52198,2.2617,28.271,6.8165,2.1326,-0.13632,5,27.7
"16679",166155,0,-5.1192,30.175,8.9164,0.52173,8.9082,75.519,42.194,16.074,0.10931,4,41.7
"682",23307,0,-224.28,10.639,7.0772,0.52149,6.6214,19.556,404.9,0.4945,-0.071257,4,24.4
"15485",155277,0,-19.177,28.154,10.578,0.52147,10.592,37.226,32.729,10.183,0.029312,4,0.6
"15806",159078,6.1583,3.6658,5.3987,1.9282,0.52106,0.7903,3.6969,2.5977,0.1945,0.0090882,1,1.1
"12984",131242,2.4198,-3.9062,8.6779,2.9747,0.52038,2.4139,17.18,12.745,1.0654,-0.058086,5,1
"21792",216292,0.9829,-2.7778,20.348,5.6518,0.52036,5.5026,28.192,20.695,4.5188,-0.20244,5,13
"503",22396,0,-62.293,22.976,3.7687,0.52033,3.1918,73.226,31.834,2.0402,-0.049617,5,-69.5
"14508",146188,0,-7.3826,19.014,7.9162,0.52014,7.5975,25.819,25.562,7.7124,-0.044675,5,-3
"17334",171982,0,29.302,33.414,10.584,0.51933,10.482,79.444,58.301,18.664,-0.064097,5,30.4
"14946",149830,0,21.54,27.707,11.317,0.51927,11.315,35.857,31.921,10.537,-0.079932,5,5.3
"7156",84333,0,16.609,10.975,3.1104,0.51924,2.8642,30.523,16.716,0.6636,-0.033182,4,14.7
"9627",103028,0,129.38,14.723,29.339,0.51884,28.655,39.974,25.054,2.7973,-0.1099,3,66.7
"7860",89633,0,-10.191,51.64,11.554,0.51866,11.672,212.3,49.739,9.7382,-0.10581,6,8.2
"2523",39944,0.4642,47.131,12.053,4.4601,0.51846,4.0355,17.981,52.684,1.9629,-0.04342,3,0
"5717",70582,0,39.97,11.881,5.7583,0.51834,5.2223,19.895,18.189,3.8226,-0.084499,5,26.8
"14346",144160,0,-4.9535,25.549,3.7345,0.51818,3.517,24.194,8.7812,1.5484,-0.061452,5,37.3
"9152",99169,0,-421.2,253.97,2.946,0.51807,2.6425,13.912,19.213,5.9255,-0.022752,2,-0.8
"15553",156161,0,-0.518,22.895,9.4908,0.51798,9.1009,31.662,36.577,9.2258,-0.01177,6,7.9
"6518",78175,0,24.514,76.727,3.4521,0.51769,3.247,41.968,20.588,2.5492,0.056594,2,17.9
"19935",195565,0,11.463,6.8985,2.564,0.51766,2.5767,15.167,21.296,1.1385,-0.025951,2,-1.8
"10096",106353,0.6644,16.256,10.114,2.0143,0.51748,1.6314,15.352,15.072,2.1133,0.021139,4,13.1
"16208",161490,0,4.2809,25.523,10.539,0.51731,10.106,36.439,39.279,10.224,-0.040466,1,8.5
"1782",33035,3.1426,-20.263,7.6015,3.0686,0.51726,2.3981,8.4629,5.98,1.8926,-0.058751,6,10.3
"15552",156160,0,-0.518,23.6,9.7972,0.5168,9.3947,32.684,37.758,9.5237,-0.0088603,5,7.9
"16103",160665,0,53.94,39.062,10.342,0.51643,10.331,102.87,53.171,19.334,-0.11498,4,14.8
"1759",32856,0,24.91,32.74,3.3896,0.51642,3.2832,51.688,28.122,6.7865,-0.034829,1,-0.9
"14443",145097,1.8309,-2.1169,3.8243,2.1712,0.51642,1.9349,7.1054,4.7724,0.2942,0.011771,6,0
"14507",146187,0,-7.3826,18.876,7.8547,0.51638,7.5385,25.619,25.363,7.6525,-0.059633,4,-3
"1780",33033,3.0886,-20.263,7.7052,3.1222,0.51637,2.4401,8.611,6.0846,1.9257,-0.060368,4,10.3
"1911",34778,0.6494,-29.336,10.382,3.7334,0.51621,3.2307,13.005,17.831,1.5366,0.11438,3,-28.5
"6215",75688,0,28.257,9.6725,4.9368,0.51579,4.4748,16.932,14.68,3.3939,0.028758,5,77.1
"6564",78515,0,76.766,10.716,1.332,0.51568,1.2601,68.844,12.68,1.0766,0.16081,6,26.7
"7609",87066,0.7141,222.57,7.8596,2.537,0.51553,2.2447,14.113,14.012,1.9485,0.020978,1,-8
"7148",84307,1.0393,-76.773,6.5035,2.0116,0.51549,1.714,11.904,6.3955,0.3401,0.017575,2,20
"17413",172397,0.6465,260.47,6.8607,2.5916,0.51538,2.538,17.803,12.38,1.0696,0.020437,6,15.1
"19936",195566,0,11.463,6.9595,2.5902,0.51531,2.5902,15.247,21.408,1.1445,-0.022819,3,-1.8
"15548",156156,0,-0.518,24.574,10.22,0.51525,9.8175,34.155,39.458,9.9523,-0.011187,1,7.9
"8984",97567,0.1828,46.22,13.316,4.1041,0.51456,3.776,33.69,22.855,1.0037,-0.13495,2,10.9
"14924",149730,0,-386.96,25.388,2.2393,0.51431,2.2231,27.789,6.7003,2.0963,-0.12695,1,27.7
"14926",149732,0,-386.96,25.003,2.1968,0.51413,2.1968,27.46,6.6208,2.0714,-0.14152,3,27.7
"7037",82912,0,9.6514,18.396,5.3341,0.51371,5.3334,25.421,29.113,4.3435,0.0042291,5,5.6
"1932",34961,0,9.6943,11.012,3.647,0.51327,2.8427,14.903,17.648,1.9412,0.13407,6,8.5
"6562",78513,0,76.766,10.896,1.3604,0.51322,1.3003,71.041,13.084,1.111,0.17104,4,26.7
"6922",81747,2.5687,140.38,14.272,2.0566,0.51301,1.6432,24.776,69.701,0.5178,-0.044896,4,43.8
"14679",148183,0.0785,14.797,10.594,0.8218,0.51279,0.8087,9.78,2.9697,1.684,-0.020076,2,6.3
"8827",96216,0,-48.117,21.881,4.9796,0.51225,4.1091,31.8,12.886,3.1117,-0.079864,1,0.8
"1250",28387,0,16.413,11.742,3.6088,0.51214,2.8212,16.032,17.422,1.9271,-0.096323,2,17
"10291",108108,0,5.3663,13.005,16.517,0.51208,16.155,26.567,20.517,2.5789,0.018957,1,400
"6807",80726,0.4032,-3.6302,11.902,5.7503,0.51192,5.2399,21.788,14.954,1.8372,-0.079176,3,16
"6368",76825,1.8141,-32.63,11.177,1.4774,0.51168,1.1542,15.633,11.919,0.9093,-0.090975,2,25
"680",23305,0,-224.28,10.902,7.2836,0.51151,6.8145,20.126,416.71,0.5089,-0.065882,2,24.4
"13792",138332,1.7372,-37.447,3.9521,2.2276,0.51139,1.9671,7.2716,7.4313,0.301,-0.058915,3,7.1
"684",23309,0,-224.28,10.704,7.1282,0.51083,6.6691,19.697,407.82,0.4981,-0.024537,6,24.4
"9140",99091,0,-101.11,71.254,13.616,0.51055,13.773,340.64,181.86,10.399,-0.040939,2,15.7
"19934",195564,0,11.463,6.9168,2.5718,0.51052,2.5846,15.213,21.361,1.142,-0.021029,1,-1.8
"9646",103275,0,-0.5646,17.89,4.6053,0.51051,3.5739,27.854,131.22,2.9989,0.088823,4,-15.9
"18002",177780,0.6018,-20.774,7.7164,3.1237,0.51049,3.0364,18.667,18.688,1.2497,0.027779,1,3.6
"6621",79094,1.8647,17.4,5.1492,3.0401,0.50988,2.5201,11.351,7.9204,0.8907,-0.064565,3,0
"22392",222232,1.3572,40.235,14.277,4.6999,0.50967,4.672,21.558,17.09,3.3571,-0.092056,5,4.8
"6783",80630,0.464,-8.5306,4.611,4.8328,0.50954,3.8904,7.7883,5.2869,1.6267,0.015347,3,6.5
"7616",87073,0,10.268,6.184,1.8243,0.50952,1.8243,25.39,21.057,3.9352,-0.044197,2,6.7
"1779",33032,2.9877,-20.263,7.9091,3.2277,0.50915,2.5225,8.9018,6.2901,1.9907,-0.051283,3,10.3
"6523",78186,0.5676,93.292,14.591,2.7068,0.50883,2.3139,31.974,115.48,2.4131,0.015985,1,93.4
"18005",177783,0.5972,-20.774,7.7026,3.1183,0.50881,3.0597,18.811,18.832,1.2593,-0.009649,4,3.6
"6808",80727,0.4163,-3.6302,11.514,5.5697,0.50879,5.0754,21.104,14.484,1.7795,-0.084318,4,16
"679",23304,0,-224.28,10.991,7.3531,0.50823,6.8795,20.319,420.69,0.5138,-0.041679,1,24.4
"15191",153147,2.1471,145.83,10.329,3.3787,0.50804,2.998,14.709,10.639,0.2497,-0.14156,4,166.7
"6947",81862,0,-21.277,8.9853,1.5352,0.50803,1.4679,15.85,11.885,3.7362,0.041014,5,89.2
"13791",138331,1.7506,-37.447,3.9204,2.2105,0.50794,1.952,7.2157,7.3742,0.2987,-0.031125,2,7.1
"1914",34781,0.716,-29.336,9.5794,3.3864,0.50757,2.9304,11.796,16.173,1.3938,0.12023,6,-28.5
"7613",87070,0.6426,222.57,8.7126,2.8192,0.50756,2.4943,15.683,15.571,2.1652,-0.079384,5,-8
"6757",80520,0,-15.788,12.266,5.9946,0.50734,5.4348,19.591,17.46,4.145,0.010037,1,35.5
