"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days","surprise"
"3370",47655,0,120.61,14.663,4.8928,0.43568,4.9104,29.702,8.3972,1.5661,-0.14192,4,3.4
"15460",155132,2.334,18.359,4.8088,3.3897,0.43567,2.89,10.721,16.657,0.4024,-0.0028554,3,20
"16053",160429,0,87.818,26.243,2.7396,0.43537,2.7393,27.056,44.02,7.9806,0.048022,2,20.1
"8230",91863,0,-5.0276,7.4158,2.4385,0.4351,2.4385,28.408,38.035,4.2319,0.0065672,4,-2.8
"6347",76534,0,-95.427,23.756,2.2463,0.43506,2.1252,33.692,19.402,3.7622,-0.012389,5,26
"6345",76532,0,-95.427,24.076,2.2716,0.43496,2.1491,34.071,19.62,3.8045,-0.0015993,3,26
"15703",157883,0.819,-1.4194,12.55,3.7758,0.43491,3.6421,20.76,25.073,2.5103,-0.0045077,6,0.4
"15188",153144,2.2781,145.83,9.7239,3.1843,0.43486,2.8255,13.863,10.027,0.2353,-0.13245,1,166.7
"19271",189351,0.5956,25.604,7.1687,4.0048,0.43486,3.9015,15.938,21.368,1.4559,0.022404,4,1.4
"8988",97571,0.1804,46.22,13.495,4.1584,0.43448,3.826,34.136,23.158,1.017,-0.13664,6,10.9
"9825",104798,0,-101.11,88.834,14.91,0.43434,14.912,580.18,282.31,11.11,-0.082309,3,2.9
"9638",103195,0.8034,-29.139,8.5992,1.8263,0.43426,1.7156,18.024,10.243,1.2025,-0.060818,2,51.8
"14701",148223,1.1226,24.471,15.033,3.1967,0.43392,3.1006,32.833,18.465,5.2738,-0.035467,6,-3.7
"12702",127954,0,-242.03,47.458,2.2481,0.43387,2.117,46.842,9.5383,0.9516,-0.1018,5,107.5
"12699",127951,0,-242.03,47.545,2.2539,0.43381,2.1225,46.963,9.563,0.954,-0.19861,2,107.5
"16056",160432,0,87.818,26.535,2.7668,0.43381,2.7665,27.325,44.456,8.0597,0.047749,5,20.1
"6683",80116,1.9052,9.1537,8.648,2.4227,0.43376,2.073,15.694,20.829,1.9998,-0.024963,5,12.1
"10185",106958,0.4917,-1.0575,13.669,4.0971,0.43371,3.7999,32.706,27.152,1.0773,0.0029871,3,3.3
"13520",136716,10.534,108.01,7.7706,3.2537,0.43363,2.839,15.24,8.8866,1.0581,-0.071173,1,5.4
"9828",104801,0,-101.11,89.269,14.979,0.43345,14.982,582.88,283.62,11.161,-0.14384,6,2.9
"16441",164111,0,-19.604,17.051,6.9356,0.43344,6.9298,25.845,27.02,3.0413,-0.060677,6,3.7
"7671",87830,0,12.511,20.311,5.9994,0.43295,6.0271,29.36,38.255,4.7353,-0.10069,3,9.3
"14916",149668,0,8.4254,21.276,7.2467,0.43289,7.2581,57.783,23.516,5.5558,-0.016296,5,-9.1
"22950",227944,1.2583,30.369,13.036,4.7747,0.43284,4.7484,18.285,15.685,3.2354,-0.065357,5,0.9
"17231",171375,0,32.794,58.943,15.748,0.43275,15.748,123.35,248.21,5.1416,0.042299,4,0.8
"18950",186552,0,-224.49,150,3.1339,0.43265,3.0836,264.23,179.8,0.3074,0.0010576,1,84.2
"10188",106961,0.5474,-1.0575,12.213,3.6802,0.43264,3.4133,29.378,24.39,0.9677,0.052315,6,3.3
"6420",77027,0,68.612,12.574,3.4189,0.43243,3.4354,42.886,15.362,1.8864,0.0051216,6,-6.4
"2437",38682,0,5.3722,8.8766,3.1429,0.43233,2.4516,12.123,17.342,1.6572,0.066935,1,-0.2
"9824",104797,0,-101.11,85.537,14.385,0.43224,14.387,559.76,272.37,10.719,-0.092067,2,2.9
"19021",187751,0.8159,40.092,9.6109,6.9314,0.43216,6.7001,20.571,27.795,0.3365,-0.095336,6,14.8
"9587",102670,2.7893,41.983,9.6087,5.6327,0.43156,4.7567,15.879,26.268,1.2525,0.028853,5,40.7
"17309",171819,0.6594,154.68,6.1359,2.603,0.43149,2.5144,10.556,11.885,0.787,-0.013537,4,0.7
"14917",149669,0,8.4254,21.581,7.3617,0.43108,7.3733,58.7,23.89,5.644,-0.027161,6,-9.1
"9114",98807,0,17.449,8.8624,3.1628,0.43103,3.1628,33.274,61.409,5.5364,-0.09289,6,-51.9
"9471",101540,0.695,-2.4038,9.9637,1.9318,0.43075,1.5691,15.11,22.084,2.0588,0.048511,3,-0.1
"10179",106874,0,25.147,15.97,4.8167,0.43069,3.7317,22.972,37.624,3.1047,-0.019008,3,1.1
"22951",227945,1.2599,30.369,13.019,4.7687,0.43068,4.7424,18.262,15.665,3.2313,-0.065357,6,0.9
"7152",84311,1.1512,-76.773,6.1436,1.8161,0.43061,1.5474,10.747,5.7741,0.307,0.1067,6,20
"15868",159566,0.9213,7.3276,15.438,3.6324,0.43056,3.5517,33.397,24.01,6.0586,-0.02958,3,10.6
"9641",103198,0.7797,-29.139,8.8038,1.882,0.43042,1.7677,18.571,10.554,1.239,-0.037428,5,51.8
"519",22484,3.5809,-94.692,11.252,4.2106,0.43041,2.7207,11.864,9.4968,1.1947,-0.0014148,3,178.9
"15203",153207,1.5189,64.73,10.286,3.7435,0.43038,3.5361,21.421,14.039,0.916,-0.066017,4,11
"1220",28063,0.8253,15.29,6.5355,2.376,0.43029,2.1673,8.1795,7.9612,0.6818,0.018398,2,13
"16054",160430,0,87.818,26.824,2.7938,0.43019,2.7935,27.591,44.89,8.1383,0.036562,3,20.1
"6016",73983,3.4755,72.667,9.3614,1.0117,0.43004,0.9218,27.727,15.584,0.6232,-0.096636,4,10.6
"6080",74845,3.6616,41.881,7.239,2.0461,0.42999,1.4829,13.35,12.001,0.775,-0.058459,2,0.5
"15270",153838,1.0602,12.621,14.258,3.2665,0.42998,3.1738,32.34,19.343,5.4423,-0.070422,5,7.8
"9625",103026,0,129.38,14.265,28.149,0.42967,27.493,38.354,24.038,2.6839,-0.083231,1,66.7
"6015",73982,3.5181,72.667,9.2947,0.9992,0.42915,0.9107,27.391,15.395,0.6156,-0.11681,3,10.6
"20588",202920,0.6513,-40.964,12.647,3.2687,0.42876,3.2311,23.701,19.867,5.2339,0.0054655,1,36.4
"10178",106873,0,25.147,15.759,4.7374,0.42872,3.6702,22.593,37.005,3.0536,-0.018142,2,1.1
"15698",157878,0.8756,-1.4194,11.848,3.5314,0.4287,3.4068,19.419,23.454,2.3481,0.0046741,1,0.4
"15337",154211,6.5779,17.189,16.071,7.8102,0.42869,6.6593,22.692,16.572,3.8423,-0.044155,6,7.2
"6220",75741,1.2829,-13.043,22.596,1.8181,0.42866,1.5576,11.059,20.373,4.4794,0.034188,4,3.8
"15759",158779,2.4571,-15.6,24.265,2.8747,0.42865,2.6961,25.326,44.109,2.5412,0.0084863,2,5
"6462",77573,1.2405,-19.372,10.065,1.6629,0.4285,1.4629,14.877,12.475,1.446,-0.046815,6,23.3
"9469",101538,0.6747,-2.4038,10.287,1.9899,0.42842,1.6163,15.565,22.749,2.1207,0.046155,1,-0.1
"5707",70530,1.2759,-0.4202,8.1486,3.275,0.42835,2.9771,14.982,34.291,1.5932,-0.018425,1,21.5
"427",21270,0,748.53,21.937,5.259,0.42808,3.5698,19.267,17.676,2.9148,-0.034512,1,29.1
"15568",156506,1.1645,-443.82,176.98,13.479,0.42806,12.849,34.696,32.566,3.8518,-0.0094197,3,6
"9111",98804,0,17.449,8.5046,3.0226,0.42793,3.0226,31.799,58.687,5.291,-0.055928,3,-51.9
"8228",91861,0,-5.0276,7.2708,2.3853,0.42779,2.3853,27.788,37.205,4.1396,0.019602,2,-2.8
"22948",227942,1.2666,30.369,12.946,4.7432,0.4277,4.7171,18.164,15.582,3.2141,-0.044304,3,0.9
"13466",136344,2.072,-32.542,11.189,5.224,0.42752,4.7216,19.779,16.728,1.1639,-0.036301,1,5.7
"6072",74747,1.8837,33.333,5.6967,3.001,0.42751,2.5185,12.628,9.066,0.8986,0.012104,6,0.2
"9110",98803,0,17.449,8.514,3.0263,0.42719,3.0263,31.838,58.759,5.2975,-0.033008,2,-51.9
"19020",187750,0.8165,40.092,9.6051,6.9259,0.42715,6.6948,20.555,27.773,0.3363,-0.072649,5,14.8
"9109",98802,0,17.449,8.3463,2.9606,0.42702,2.9606,31.147,57.484,5.1825,-0.025099,1,-51.9
"8232",91865,0,-5.0276,7.6863,2.5378,0.42671,2.5378,29.565,39.583,4.4042,-0.025075,6,-2.8
"1248",28373,4.962,100.85,8.2863,2.5774,0.42665,2.012,7.4562,5.2329,1.6954,0.055159,6,-2.9
"15758",158778,2.3758,-15.6,25.093,2.9731,0.42665,2.7884,26.193,45.619,2.6282,0.0062213,1,5
"7165",84384,0,9.7638,11.921,2.5779,0.42662,2.4098,16.062,24.829,1.8288,0.0020445,1,10
"6272",76075,0,8.1318,14.433,17.081,0.42638,16.705,31.099,12.553,2.1032,-0.26205,2,23.1
"6352",76575,5.0832,24.059,7.631,2.8607,0.42626,2.1097,9.8562,6.5006,0.9796,-0.04391,4,19.1
"6128",75265,2.279,-2.5253,7.7916,2.0341,0.42595,1.7356,13.408,24.718,1.6791,0.053756,2,1
"1254",28391,0,16.413,11.417,3.5094,0.42593,2.7345,15.539,16.887,1.8679,-0.039615,6,17
"6346",76533,0,-95.427,24.259,2.286,0.4259,2.1627,34.287,19.745,3.8287,-0.0059962,4,26
"10201",107118,0.7017,13.964,7.717,2.3571,0.4258,2.0435,7.5185,8.0488,1.8915,0.021435,1,-21.3
"520",22485,3.5443,-94.692,11.371,4.2541,0.42577,2.7488,11.986,9.5948,1.207,0.0084667,4,178.9
"6311",76312,0.9388,68.866,8.138,4.5898,0.42554,4.321,14.152,55.186,1.7075,0.017789,5,6
"11991",122053,0,-11.28,8.5943,5.5439,0.42554,5.0274,13.28,10.709,3.6012,-0.066993,2,22.6
"13471",136349,1.9873,-32.542,11.539,5.4023,0.42506,4.9228,20.622,17.441,1.2136,-0.0435,6,5.7
"1444",30219,0,71.2,10.427,2.2709,0.42501,2.0624,22.012,204.12,2.5756,-0.045268,4,26.6
"11993",122055,0,-11.28,8.1782,5.3275,0.42496,4.8312,12.762,10.291,3.4606,-0.054749,4,22.6
"16100",160662,0,53.94,37.445,9.9434,0.42481,10.056,100.13,51.756,18.819,0.029198,1,14.8
"432",21275,0,748.53,23.846,5.6449,0.42477,3.8317,20.681,18.973,3.1287,-0.12378,6,29.1
"15461",155133,2.3569,18.359,4.7199,3.3378,0.42477,2.8619,10.617,16.495,0.3985,-0.0051411,4,20
"9045",98138,0.978,0.8999,8.6126,1.5245,0.42457,1.4181,18.995,9.5546,0.9872,-0.058198,3,6
"10184",106957,0.489,-1.0575,13.747,4.1194,0.42453,3.8206,32.883,27.3,1.0832,-0.0035884,2,3.3
"15016",150710,0.7661,-12.157,9.8241,3.3705,0.42449,2.4885,15.92,10.904,1.9622,-0.10926,3,22.2
"6409",77004,0.5593,40.046,14.241,2.6276,0.42446,2.4802,25.322,884.41,8.2127,0.0058307,1,6.5
"6219",75740,1.2886,-13.043,22.491,1.8101,0.42428,1.5508,11.011,20.283,4.4597,0.0058743,3,3.8
"6127",75264,2.1832,-2.5253,8.0377,2.1233,0.42423,1.8117,13.996,25.802,1.7528,-0.0093948,1,1
"19018",187748,0.8418,40.092,9.3839,6.718,0.42411,6.4939,19.938,26.94,0.3262,-0.07782,3,14.8
"9636",103163,3.7044,53.403,6.6943,1.4627,0.42406,0.778,9.0971,4.1169,1.5029,0.018347,6,16.4
"15271",153839,1.0625,12.621,14.224,3.2595,0.42401,3.167,32.27,19.302,5.4306,-0.06088,6,7.8
"19017",187747,0.8298,40.092,9.4873,6.8152,0.42398,6.5878,20.226,27.329,0.3309,-0.067482,2,14.8
"11992",122054,0,-11.28,8.5119,5.501,0.42381,4.9885,13.178,10.626,3.5733,-0.062969,3,22.6
"17730",176152,5.6315,-19.978,6.664,2.5049,0.42371,1.0459,4.8768,3.508,0.2703,-0.066233,5,0.6
"12963",131149,0,35.643,6.026,1.1924,0.4236,1.1324,16.723,4.8789,1.1216,-0.08474,2,15.7
"9470",101539,0.6773,-2.4038,10.245,1.9824,0.42349,1.6103,15.506,22.664,2.1128,0.044914,2,-0.1
"9585",102668,2.7784,41.983,9.6452,5.6547,0.42337,4.7752,15.941,26.371,1.2574,-0.0055928,3,40.7
"16843",167399,0,26.152,12.853,2.8409,0.42329,2.8288,126.46,16.373,1.2163,-0.11555,6,150
"2787",42314,1.6446,107.99,5.9443,2.8912,0.42328,2.2786,8.9951,8.595,1.7109,0.014075,3,20.9
"1045",27198,3.8028,78.61,10.972,3.8187,0.42318,2.4704,11.32,10.165,1.1212,-0.025254,1,2.8
"18937",186299,6.1755,-12.428,8.6829,2.1869,0.42305,1.7751,36.111,11.565,1.3497,0.022004,6,-25.9
"16880",168132,0,-12.518,15.805,5.8656,0.423,5.8615,23.218,20.182,2.6934,0.020481,1,5.6
"12965",131151,0,35.643,6.2138,1.2303,0.42276,1.1683,17.254,5.0338,1.1572,-0.10923,4,15.7
"5708",70531,1.2862,-0.4202,8.0861,3.2487,0.42261,2.9531,14.861,34.014,1.5804,-0.040201,2,21.5
"12922",130976,2.2567,49.883,10.662,4.9243,0.42259,4.3928,18.355,15.247,1.09,-0.066069,3,3.9
"7063",83160,1.7411,77.635,10.235,1.6213,0.42256,1.2758,13.822,9.8201,0.9763,0.0399,1,41.6
"9583",102666,2.691,41.983,9.9504,5.8384,0.42226,4.9304,16.459,27.228,1.2983,-0.024592,1,40.7
"6416",77023,0,68.612,11.961,3.2333,0.42219,3.2489,40.557,14.527,1.784,0.053777,2,-6.4
"6199",75630,1.2789,-9.7046,9.9352,3.1911,0.42211,2.909,20.916,36.724,1.7262,0.0025674,1,5.3
"8952",97139,131.4,-66.25,17.681,2.8854,0.4221,2.3483,34.635,21.876,1.4946,-0.068704,6,58.3
"15334",154208,6.4921,17.189,16.257,7.9134,0.42195,6.7473,22.992,16.791,3.893,-0.053215,3,7.2
"13522",136718,10.43,108.01,7.8595,3.2861,0.42187,2.8673,15.392,8.9751,1.0687,-0.093349,3,5.4
"10981",113706,0.628,-16.581,13.916,4.096,0.42186,3.8092,32.511,28.559,1.1043,-0.015106,1,0.5
"14625",147547,1.7358,19.657,12.753,7.1507,0.42185,6.4692,22.452,18.469,1.416,-0.038167,2,8.9
"5834",71287,2.0929,30.207,9.0755,2.2994,0.42182,1.7716,16.947,23.805,3.3852,-0.0073563,2,8.2
"6510",78149,1.6307,-4.1494,8.0004,2.8919,0.42172,1.1073,5.4037,4.26,0.3984,-0.027303,6,4.1
"8987",97570,0.1814,46.22,13.422,4.1364,0.42134,3.8057,33.956,23.035,1.0116,-0.11964,5,10.9
"15700",157880,0.8466,-1.4194,12.195,3.6524,0.42132,3.5235,20.085,24.258,2.4286,0.019365,3,0.4
"16881",168133,0,-12.518,15.82,5.8739,0.42132,5.8697,23.25,20.21,2.6972,0.018905,2,5.6
"15189",153145,2.1843,145.83,10.15,3.3211,0.42127,2.9469,14.458,10.458,0.2454,-0.098278,2,166.7
"10310",108331,1.1034,67.963,7.0672,1.6324,0.42126,1.5215,13.226,8.4792,1.0709,0.021264,2,26.6
"2788",42315,1.72,107.99,5.7362,2.7643,0.42123,2.1787,8.6005,8.2179,1.6359,0.02402,4,20.9
"13568",137226,0,31.035,15.943,3.3595,0.42117,1.4139,11.367,11.41,2.0924,-0.007521,1,0.7
"15869",159567,0.9446,7.3276,15.015,3.5429,0.42098,3.4642,32.575,23.419,5.9094,-0.02958,4,10.6
"12816",129208,1.7218,11.639,7.4196,1.9442,0.42086,1.7908,18.215,8.8473,1.4601,-0.061441,5,4.6
"15462",155134,2.3886,18.359,4.6442,3.2935,0.42081,2.824,10.476,16.276,0.3932,0.0046183,5,20
"16882",168134,0,-12.518,15.507,5.7079,0.42073,5.7038,22.593,19.639,2.621,0.017527,3,5.6
"6509",78148,1.6349,-4.1494,7.9804,2.8845,0.42072,1.1045,5.3899,4.2491,0.3974,-0.013751,5,4.1
"7574",86773,0,57.097,7.0057,1.3314,0.42063,1.2882,12.657,9.0111,3.2833,-0.027546,2,-31.8
"7460",85837,4.3579,92.323,11.545,4.7868,0.42049,4.0008,23.211,12.541,1.0782,-0.036488,2,28.7
"21788",216288,1.0446,-2.7778,18.957,5.3183,0.42048,5.1779,26.529,19.474,4.2522,0.013589,1,13
"13573",137231,0,31.035,16.689,3.5058,0.42037,1.4755,11.862,11.908,2.1836,-0.05114,6,0.7
"6307",76308,0.9128,68.866,8.3419,4.7205,0.42026,4.444,14.555,56.757,1.7561,0.013792,1,6
"16196",161346,0,23.301,26.033,2.6055,0.42023,2.5803,29.748,19.78,2.3956,0.012298,1,2.4
"15333",154207,6.4585,17.189,16.332,7.9547,0.42009,6.7825,23.112,16.879,3.9134,-0.043003,2,7.2
"15335",154209,6.666,17.189,15.884,7.707,0.42007,6.5713,22.392,16.354,3.7915,-0.047749,4,7.2
"15355",154283,0.7307,-23.998,15.579,0.9017,0.42004,0.8519,13.91,2.992,1.4346,-0.010369,6,24.7
"14467",145439,1.9636,-30.439,10.596,1.8991,0.42003,1.6912,15.371,16.252,1.7911,-0.022583,6,10.2
"17233",171377,0,32.794,59.292,15.839,0.41999,15.839,124.06,249.63,5.1711,0.043922,6,0.8
"6058",74643,1.6804,-24.066,8.4623,2.3734,0.41997,1.9734,13.588,8.4003,0.4563,0.052972,4,16.2
"19016",187746,0.8378,40.092,9.4177,6.7498,0.41955,6.5246,20.032,27.067,0.3277,-0.066907,1,14.8
"15332",154206,6.5217,17.189,16.192,7.8776,0.41944,6.7167,22.888,16.715,3.8754,-0.02071,1,7.2
"2816",42697,1.5192,22.042,5.9895,2.9359,0.4194,2.1886,10.216,12.244,2.5607,-0.028168,2,11.2
"1459",30714,0,8.1438,17.269,6.1098,0.41933,5.2084,20.836,18.38,4.6592,-0.0064405,1,2
"14696",148218,1.1848,24.471,14.197,3.029,0.41933,2.9379,31.111,17.496,4.9971,0.032704,1,-3.7
"6718",80229,1.1263,4.9065,11.79,3.5437,0.41904,3.2425,27.157,38.834,1.9845,-0.066058,4,11.1
"14700",148222,1.1042,24.471,15.299,3.2502,0.41897,3.1525,33.383,18.774,5.362,-0.014282,5,-3.7
"14698",148220,1.1449,24.471,14.723,3.1345,0.41894,3.0403,32.195,18.105,5.1712,0.011514,3,-3.7
"7405",85614,1.0101,-3.5609,10.151,5.3223,0.41877,4.8098,19.327,11.855,1.6563,0.023281,1,0.7
"6609",78962,0,-2.0529,10.757,2.0918,0.41862,2.0905,22.201,14.449,1.2794,-0.10093,3,9.3
"9059",98164,0.611,2.1004,7.9816,3.287,0.41853,2.9256,12.266,10.675,2.3992,0.0036829,5,1.4
"6247",75930,4.9255,-53.791,13.058,3.695,0.41852,3.0475,21.321,6.5284,0.8085,0.043151,1,44.9
"1923",34904,0,27.57,10.935,2.2297,0.41845,2.025,18.806,34.245,2.1504,-0.026517,3,23
"6705",80192,2.6431,-1.107,10.287,1.7631,0.41842,1.4026,15.765,6.567,1.0512,0.025639,3,32.1
"15702",157882,0.8281,-1.4194,12.426,3.7328,0.41835,3.602,20.532,24.797,2.4826,0.019533,5,0.4
"9823",104796,0,-101.11,86.352,14.515,0.41808,14.517,564.81,274.83,10.815,-0.01162,1,2.9
"20592",202924,0.6851,-40.964,12.047,3.1164,0.41796,3.0714,22.53,18.885,4.9752,-0.0069041,5,36.4
"22946",227940,1.3091,30.369,12.551,4.6039,0.41776,4.564,17.575,15.076,3.1098,-0.02365,1,0.9
"15760",158780,2.4601,-15.6,24.093,2.8543,0.41771,2.6929,25.296,44.056,2.5381,0.041308,3,5
"1046",27199,3.9306,78.61,10.611,3.6945,0.41733,2.3901,10.952,9.8344,1.0848,0.0026374,2,2.8
"5916",72389,0.9127,50.934,9.7671,2.4376,0.41731,2.1219,20.51,66.674,3.217,-0.13855,6,43.4
"13470",136348,1.9957,-32.542,11.581,5.4237,0.41722,4.9021,20.535,17.367,1.2084,-0.035475,5,5.7
"10180",106875,0,25.147,15.338,4.5787,0.41714,3.5473,21.837,35.765,2.9513,-0.03607,4,1.1
"9586",102669,2.8135,41.983,9.5282,5.5842,0.41689,4.7157,15.743,26.042,1.2417,0.016602,4,40.7
"16199",161349,0,23.301,26.28,2.6361,0.41679,2.6106,30.098,20.012,2.4238,-0.0069178,4,2.4
"16626",165820,0.6814,-30.828,7.6406,1.2352,0.41679,1.1714,26.664,20.118,1.1173,0.0044417,5,15.1
"6353",76576,5.0655,24.059,7.659,2.8707,0.41664,2.1171,9.8906,6.5233,0.983,0.00050129,5,19.1
"2790",42317,1.764,107.99,5.6232,2.6954,0.41643,2.1243,8.3861,8.0131,1.5951,0.041299,6,20.9
"10186",106959,0.5129,-1.0575,13.078,3.9279,0.41625,3.643,31.355,26.031,1.0328,0.0083697,4,3.3
"17124",170842,1.7951,-17.761,14.685,3.2953,0.4162,3.135,23.1,27.407,0.8864,-0.0054246,5,-2.7
"19019",187749,0.8338,40.092,9.4525,6.7825,0.41619,6.5562,20.129,27.198,0.3293,-0.062455,4,14.8
"6059",74644,1.6733,-24.066,8.4867,2.3835,0.41585,1.9817,13.646,8.4359,0.4582,0.056963,5,16.2
"7461",85838,4.4089,92.323,11.425,4.7314,0.41582,3.9545,22.942,12.396,1.0657,-0.046657,3,28.7
"3398",47905,0.6106,259.61,9.9058,2.9397,0.4158,2.7042,12.984,31.209,0.8331,-0.14808,2,48.5
"22947",227941,1.2836,30.369,12.81,4.6953,0.41571,4.6545,17.924,15.375,3.1715,-0.023982,2,0.9
"8015",90484,0,17.723,6.5769,15.205,0.4156,14.56,10.498,10.494,0.3572,-0.13931,5,16.6
"15204",153208,1.5065,64.73,10.359,3.7745,0.41555,3.5654,21.598,14.155,0.9236,-0.043556,5,11
"7699",88140,1.3829,183.57,8.9379,1.1592,0.4155,1.0698,18.841,6.2217,0.7133,0.018957,1,17.9
"9046",98139,0.9879,0.8999,8.5469,1.5086,0.41549,1.4039,18.805,9.459,0.9773,-0.015246,4,6
"14336",144138,0.3087,-23.077,6.2965,1.4005,0.41522,1.3446,19.831,115.09,0.5576,0,1,233.3
"22388",222228,1.3624,40.235,14.383,4.7342,0.41516,4.6544,21.477,17.025,3.3444,-0.01429,1,4.8
"17230",171374,0,32.794,59.451,15.88,0.41515,15.88,124.38,250.28,5.1845,0.036626,3,0.8
"16592",165612,0.9096,-15.21,9.602,3.8984,0.41514,3.714,18.914,24.355,1.7806,-0.03317,1,2.8
"17232",171376,0,32.794,59.347,15.853,0.41511,15.853,124.17,249.86,5.1758,0.050226,5,0.8
"430",21273,0,748.53,21.795,5.2302,0.4151,3.5502,19.161,17.579,2.8989,-0.07261,4,29.1
"14624",147546,1.7188,19.657,12.87,7.2214,0.41502,6.5332,22.674,18.652,1.43,-0.025393,1,8.9
"8959",97218,0,7.1494,21.666,6.4965,0.41461,6.5063,30.93,40.093,5.0293,0.0092814,1,0.3
"17228",171372,0,32.794,60.276,16.093,0.41458,16.093,126.05,253.64,5.2541,-0.017509,1,0.8
"15336",154210,6.5145,17.189,16.208,7.8863,0.4145,6.7241,22.913,16.734,3.8797,-0.020423,5,7.2
"3372",47657,0,120.61,14.075,4.7249,0.41447,4.7419,28.683,8.109,1.5124,-0.092956,6,3.4
"8890",96789,4.0497,-21.48,6.6582,1.3821,0.41441,0.7302,10.381,7.439,0.7346,0.0042941,4,13
"7278",85019,0,30.12,3.4624,1.1504,0.41437,1.1505,7.1502,3.7183,1.0464,0.11734,6,7.7
"6565",78570,3.4043,-42.439,9.3176,2.7497,0.4143,2.3148,15.767,10.696,0.6719,-0.014162,1,46.3
"16625",165819,0.6864,-30.828,7.603,1.2262,0.41427,1.1629,26.471,19.972,1.1092,0.0012129,4,15.1
"5765",70798,0,-155.22,7.4471,1.2317,0.41423,1.1481,15.544,15.563,1.37,0.043214,5,-5.1
"6865",81114,2.0247,-39.234,9.5864,5.9359,0.41416,4.9231,13.055,11.236,3.8201,-0.0018506,1,6.4
"429",21272,0,748.53,21.596,5.1899,0.41399,3.5229,19.014,17.444,2.8765,-0.07261,3,29.1
"12921",130975,2.2736,49.883,10.59,4.8878,0.41399,4.3603,18.219,15.134,1.082,-0.041288,2,3.9
"14638",147608,1.5873,73.936,10.502,3.5188,0.41385,3.3104,22.395,19.927,0.8955,-0.0044747,3,-3.5
"6249",75932,4.825,-53.791,13.289,3.772,0.41381,3.111,21.765,6.6644,0.8253,0.064638,3,44.9
"15701",157881,0.8484,-1.4194,12.171,3.6438,0.41376,3.5158,20.04,24.204,2.4232,0.017362,4,0.4
"14466",145438,1.9626,-30.439,10.6,1.9,0.41372,1.6921,15.378,16.26,1.792,-0.029107,5,10.2
"13521",136717,10.479,108.01,7.8172,3.2707,0.41366,2.8538,15.319,8.9329,1.0637,-0.087674,2,5.4
"19272",189352,0.6014,25.604,7.0262,3.9273,0.4134,3.8643,15.787,21.165,1.4421,0.04434,5,1.4
"17388",172300,0,243.9,6.1956,1.3743,0.41336,1.3515,15.919,14.378,0.5495,0.01773,5,1.6
"6715",80226,1.1821,4.9065,11.255,3.3757,0.41334,3.0894,25.876,37.001,1.8908,0.0022124,1,11.1
"7464",85841,4.3729,92.323,11.547,4.7877,0.41325,3.9871,23.131,12.498,1.0745,-0.037835,6,28.7
"14338",144140,0.3017,-23.077,6.4445,1.433,0.41305,1.3757,20.29,117.75,0.5705,-0.0089397,3,233.3
"13313",134625,0,1.6702,14.98,3.4329,0.41289,3.3462,21.963,16.258,3.1146,-0.0037267,4,-9.1
"1446",30221,0,71.2,10.062,2.1197,0.41285,1.9251,20.546,190.53,2.4041,-0.037341,6,26.6
"15205",153209,1.5052,64.73,10.367,3.7777,0.4125,3.5684,21.617,14.167,0.9244,-0.052178,6,11
"12817",129209,1.7198,11.639,7.4255,1.9466,0.41238,1.7928,18.236,8.8575,1.4618,-0.060214,6,4.6
"6410",77005,0.5626,40.046,14.091,2.6019,0.41235,2.4656,25.172,879.19,8.1642,0.011425,2,6.5
"16627",165821,0.663,-30.828,7.7849,1.2695,0.41224,1.204,27.405,20.677,1.1484,-0.0028273,6,15.1
"5740",70707,4.5064,-20.173,13.587,4.4455,0.41209,3.6384,17.43,9.6394,0.7572,-0.0028914,4,856.5
"9112",98805,0,17.449,8.4951,3.0189,0.41208,3.0189,31.76,58.615,5.2845,-0.054636,4,-51.9
"14637",147607,1.5955,73.936,10.456,3.5008,0.41201,3.2934,22.28,19.825,0.8909,-0.0056516,2,-3.5
"9635",103162,3.5914,53.403,6.8908,1.5087,0.41191,0.8025,9.3834,4.2465,1.5502,0.022842,5,16.4
"14339",144141,0.3066,-23.077,6.3395,1.41,0.41191,1.3536,19.964,115.86,0.5613,-0.020859,4,233.3
"6339",76526,2.2128,89.938,9.1361,5.6366,0.41189,4.6757,12.075,11.202,3.5584,0.042468,3,25.6
"15354",154282,0.7242,-23.998,15.622,0.9098,0.41174,0.8596,14.035,3.0189,1.4475,-0.0159,5,24.7
"16814",167298,0,55.118,15.414,2.5542,0.41163,2.5522,26.153,19.366,2.35,0.062592,1,13
"16818",167302,0,55.118,15.748,2.623,0.41163,2.6211,26.859,19.888,2.4134,0.037555,5,13
"17125",170843,1.8133,-17.761,14.543,3.2622,0.41157,3.1036,22.868,27.132,0.8776,-0.00067718,6,-2.7
"9048",98141,0.9132,0.8999,9.0595,1.6327,0.41144,1.5187,20.343,10.233,1.0573,-0.017554,6,6
"6348",76535,0,-95.427,23.882,2.2562,0.41141,2.1345,33.841,19.487,3.7788,0.0051944,6,26
"13497",136531,1.5824,22.353,7.2927,5.2384,0.41133,4.6781,14.754,11.006,0.9844,0.001191,2,-2.7
"2785",42312,1.6911,107.99,5.8136,2.8115,0.41116,2.2158,8.7473,8.3582,1.6638,0.021662,1,20.9
"15763",158783,2.3987,-15.6,24.708,2.9273,0.41116,2.7617,25.943,45.182,2.603,0.017118,6,5
