"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days"
"4864",61947,1.5599,-108.22,18.752,1.8542,0.68167,1.5704,10.757,55.201,3.7528,0.050714,4
"2458",38781,3.9028,-87.079,12.828,1.007,0.68031,0.8944,9.7983,3.0495,0.475,-0.14194,4
"4957",62994,0,-167.88,32.963,5.188,0.67986,5.1952,29.546,112.54,8.0381,0.015812,1
"4719",60932,2.9865,-96.721,6.5562,2.3577,0.67878,1.9445,12.158,7.7031,1.6139,0.036928,3
"18385",180852,1.2487,-15.638,10.447,3.7707,0.67847,3.6332,24.64,37.536,0.9956,-0.0037529,1
"4861",61944,1.5345,-108.22,19.074,1.8849,0.67802,1.5964,10.935,56.116,3.815,0.013885,1
"3623",50596,4.1046,38.692,4.0571,2.0417,0.67625,1.4277,5.9786,10.461,0.6634,-0.04715,5
"5156",65473,3.2784,10.536,5.6881,1.4763,0.67495,1.2469,8.3104,10.088,1.0552,0.018766,2
"4598",59629,3.4709,1.0152,3.1529,1.9003,0.67237,1.5496,7.2065,7.099,0.4823,0.025645,2
"18978",185561,2.869,-6.9718,9.0837,13.109,0.67232,12.548,10.482,15.909,0.4264,-0.014923,6
"10622",110719,1.7734,87.056,8.8112,0.4874,0.67166,0.4505,20.379,0.7474,0.5242,0.092641,2
"13742",137845,5.0819,-242.69,49.981,8.1123,0.67088,6.9028,3336.5,12.648,1.6785,0.0057794,2
"4440",57587,4.6701,-36.211,9.3656,0.8339,0.67086,0.4542,12.242,1.7388,0.6462,0.026237,6
"21365",209536,11.155,-12.077,9.6469,0.8844,0.67063,0.7742,59.178,9.2161,0.7238,0.063664,5
"21414",210779,5.4516,-46.541,5.5379,1.1266,0.67063,1.0576,9.0217,9.5118,0.2775,0.073998,6
"21869",216256,3.888,-70.513,6.3892,2.9072,0.66935,2.7537,10.011,9.7082,0.445,-0.063307,5
"7852",89553,0,-25.47,7.0421,1.0961,0.66868,1.0604,15.2,14.315,0.9924,-0.034965,4
"4422",57401,4.9298,15.108,6.5275,12.715,0.66777,10.25,7.916,18.817,0.6472,-0.010234,6
"10624",110721,1.7863,87.056,8.7977,0.4839,0.66716,0.4472,20.232,0.742,0.5204,0.049875,4
"11732",119353,4.8034,156.86,6.132,1.4991,0.66672,0.5888,2.8809,3.8731,0.1905,-0.017903,2
"3667",51006,25.058,-42.222,5.8391,0.7557,0.66649,0.614,7.256,9.4517,0.6183,-0.19569,1
"5015",63598,4.6368,-52.974,7.7684,15.204,0.66624,12.198,9.3014,20.811,0.7177,0.16007,5
"11731",119352,4.8427,156.86,6.0963,1.4869,0.6662,0.5841,2.8575,3.8417,0.1889,-0.0081143,1
"7854",89555,0,-25.47,7.4705,1.1829,0.6653,1.1444,16.405,15.45,1.071,-0.076218,6
"5653",70290,0.5086,6.2549,14.188,2.3899,0.66503,2.0368,33.255,771.07,2.3531,-0.0053848,1
"21367",209562,3.5709,262.79,6.2706,3.0372,0.66498,2.8471,10.116,9.9756,0.4702,0.020632,1
"4482",58211,3.063,-168.82,10.104,1.7004,0.66411,1.4159,14.572,12.582,1.4289,0.088579,6
"21411",210776,5.3105,-46.541,5.68,1.1565,0.66392,1.0857,9.2614,9.7645,0.2848,0.044446,3
"4505",58528,0,0.0245,8.6407,2.9881,0.66235,2.993,13.537,22.58,2.0783,0.055951,5
"12560",126811,4.1463,-169.08,15.746,5.934,0.66195,4.8827,24.231,8.3095,1.6874,0.0058907,2
"18387",180854,1.2637,-15.638,10.318,3.7261,0.66195,3.5903,24.349,37.093,0.9839,0.026568,3
"3736",51387,1.4173,8.0947,8.8346,4.4055,0.66127,3.7936,12.113,18.446,2.5441,-0.12066,4
"4425",57410,7.2405,-6.5393,7.9734,3.2617,0.66126,2.3588,6.1097,8.5296,1.8796,-0.012162,3
"3928",52839,1.5321,-4.5714,5.6191,1.0224,0.66034,0.8766,13.907,8.2119,1.0905,0.19438,4
"3624",50597,3.968,38.692,4.2134,2.112,0.66005,1.4768,6.1844,10.821,0.6863,-0.035787,6
"18977",185560,2.827,-6.9718,9.1782,13.304,0.65884,12.734,10.638,16.146,0.4327,-0.018314,5
"4489",58422,0,-56.601,4.9497,0.875,0.65708,0.7992,5.0079,8.0305,0.7278,-0.043177,1
"4602",59633,3.6374,1.0152,2.9726,1.8133,0.65642,1.4787,6.8767,6.7741,0.4603,0.016659,6
"3737",51388,1.5356,8.0947,8.1963,4.0778,0.65641,3.5014,11.18,17.025,2.3481,-0.12139,5
"13029",131264,7.8711,-497.52,42.789,1.218,0.65616,0.484,2.4535,3.2762,0.1257,0.021002,3
"4599",59630,3.6213,1.0152,2.9893,1.8214,0.65607,1.4853,6.9072,6.8042,0.4623,0.0043275,3
"16440",162851,3.2426,-92.545,5.8646,0.5516,0.6554,0.5308,4.9035,10.286,0.494,0.16844,6
"5107",65070,0,87.216,24.667,6.8281,0.65451,6.8329,96.032,25.491,4.3348,-0.018284,1
"4721",60934,2.9587,-96.721,6.6256,2.3799,0.65425,1.9628,12.273,7.7756,1.6291,0.042341,5
"12413",125926,6.8783,8.8149,5.1949,1.055,0.65355,0.4179,2.3,3.6608,0.1407,-0.027679,5
"19796",194233,1.768,-142.19,8.2835,2.1813,0.65319,2.1249,11.998,39.045,1.0888,-0.026298,2
"17617",173934,1.9498,-125.22,25.413,5.9846,0.65289,5.673,15.229,19.117,0.5705,0.0038658,1
"18386",180853,1.244,-15.638,10.489,3.7849,0.65287,3.6469,24.733,37.678,0.9994,0.011952,2
"10626",110723,1.7573,87.056,8.8284,0.4919,0.65254,0.4546,20.566,0.7543,0.529,0.087639,6
"3816",51803,7.2972,5.2611,8.3167,3.1889,0.65235,2.2502,6.2067,6.6945,1.8638,0.018691,6
"10609",110634,0,-19.83,8.7872,1.5672,0.65197,1.4797,19.129,11.748,2.2864,-0.053807,1
"21184",207273,6.046,-797.44,38.03,0.7124,0.65185,0.698,11.073,13.067,0.803,-0.013829,4
"13156",132165,5.0897,192.29,18.674,6.058,0.65162,4.9613,31.607,8.4155,1.5069,0.10251,4
"3213",46616,2.0174,-47.023,9.2525,3.7456,0.65146,3.231,10.428,3.9145,1.2025,0.13965,3
"4242",56279,3.9502,-1.4368,6.6527,1.099,0.65031,0.5966,7.2941,5.1698,0.2161,-0.09751,6
"4223",56176,3.1166,-1.0002,6.197,4.9254,0.64941,3.9707,8.1681,8.4204,2.2688,-0.022201,5
"4439",57586,4.5815,-36.211,9.473,0.85,0.64884,0.463,12.479,1.7724,0.6587,-0.0050873,5
"3673",51012,8.8393,-23.296,6.2963,1.7763,0.64853,1.2433,6.586,5.3443,0.7683,-0.079417,1
"5555",69220,8.7865,125.3,6.9821,0.6317,0.64836,0.5708,12.124,13.709,0.3743,0.14767,5
"3905",52468,9.7602,-8.205,5.0701,1.6202,0.64828,0.9995,7.066,4.7053,0.5312,-0.077602,5
"3832",51855,6.4041,5.2351,2.6783,0.8499,0.64817,0.4562,2.2864,3.6682,0.189,0.099207,4
"3214",46617,2.1618,-47.023,8.9696,3.4953,0.64801,3.0152,9.7312,3.653,1.1221,0.12477,4
"5556",69221,9.1051,125.3,6.8702,0.6092,0.64775,0.5508,11.699,13.229,0.3612,0.1089,6
"12400",125841,3.9392,282.61,4.5321,1.805,0.64641,1.4906,23.394,3.438,0.1124,-0.049684,4
"4424",57409,7.3394,-6.5393,7.8712,3.2178,0.64567,2.327,6.0274,8.4147,1.8543,-0.01762,2
"12411",125924,7.061,8.8149,5.1058,1.0278,0.64555,0.4071,2.2405,3.5661,0.137,-0.012696,3
"3927",52838,1.6669,-4.5714,5.3738,0.944,0.64527,0.8057,12.783,7.5478,1.0023,0.1927,3
"12549",126794,3.975,-24.395,4.4143,1.8761,0.64394,1.6201,7.7302,17.715,1.456,-0.0063208,3
"4182",55841,4.9832,-42.848,4.9095,2.0547,0.6436,1.5648,9.6464,10.876,1.6572,-0.14899,6
"4465",57696,0,-46.321,5.8666,1.985,0.64337,1.9891,6.6393,11.007,0.7439,-0.0073529,1
"13741",137844,4.9967,-242.69,50.765,8.2506,0.64235,7.0205,3393.4,12.864,1.7071,0.017047,1
"21811",214890,1.8688,-4.3651,7.3303,2.841,0.64213,2.8041,16.74,35.538,0.6228,-0.010329,1
"13028",131263,7.6478,-497.52,43.602,1.2536,0.64107,0.4981,2.5252,3.3719,0.1293,0.021002,2
"3845",52042,9.2581,-33.255,5.913,1.1736,0.64067,0.8764,5.4433,12.617,0.2793,-0.0089624,5
"3833",51856,6.7759,5.2351,2.5635,0.8033,0.64053,0.4311,2.1609,3.4669,0.1786,-0.052669,5
"4093",55236,2.2345,-28.934,6.442,1.8355,0.64041,1.4885,8.1367,49.46,0.3255,-0.065102,1
"4862",61945,1.5558,-108.22,18.803,1.8591,0.63946,1.5745,10.785,55.347,3.7627,0.03932,2
"4866",61949,1.5405,-108.22,18.997,1.8775,0.63942,1.5901,10.892,55.897,3.8,0.017924,6
"12399",125840,4.0418,282.61,4.4357,1.7592,0.63787,1.4528,22.801,3.3508,0.1095,-0.039642,3
"2457",38780,4.0796,-87.079,12.495,0.9633,0.63783,0.8556,9.3738,2.9174,0.4544,-0.14442,3
"5019",63746,1.7773,-26.221,7.1733,1.2219,0.63768,1.077,10.187,14.671,1.0124,0.088057,3
"3696",51071,4.0721,33.22,5.401,2.4461,0.637,1.8271,9.1958,8.7504,1.8285,-0.018486,6
"12551",126796,4.0254,-24.395,4.3629,1.8527,0.63668,1.5999,7.6335,17.493,1.4378,0.020395,5
"11733",119354,4.756,156.86,6.1758,1.514,0.63663,0.5947,2.9096,3.9117,0.1924,0.0078966,3
"4463",57694,0,-28.566,7.1796,2.6869,0.63661,2.2754,10.653,7.5264,2.1325,-0.066349,5
"3803",51724,0,-17.697,6.5099,0.8895,0.63657,0.8898,10.345,7.9366,1.6964,-0.034707,5
"4419",57398,4.7642,15.108,6.723,13.157,0.63617,10.607,8.1912,19.471,0.6697,-0.10172,3
"11659",118704,0,-37.938,7.9893,2.3921,0.63555,2.2293,12.119,11.882,2.2794,0.0055752,1
"4600",59631,3.546,1.0152,3.0694,1.86,0.63546,1.5168,7.0538,6.9486,0.4721,0.0034611,4
"11194",115629,0.1018,-78.307,7.9626,0.4942,0.63528,0.4854,7.2651,2.0939,0.8403,0.057083,4
"21760",214167,0,-75.088,10.972,2.1245,0.63467,2.1274,15.874,14.987,2.2364,-0.050678,4
"3861",52106,9.1726,8.3779,7.0966,2.8153,0.63447,2.0626,9.3775,8.8034,1.3256,-0.00056648,3
"3802",51723,0,-17.697,6.2271,0.8369,0.63429,0.8372,9.733,7.4673,1.5961,-0.043011,4
"21391",210216,3.5076,-14.251,5.3144,4.308,0.63221,4.0915,10.847,12.268,0.6813,0.00073571,1
"2505",39398,0,4.8167,7.0134,1.2614,0.63214,1.248,19.607,22.116,1.4559,0.043969,3
"21813",214892,1.8476,-4.3651,7.4126,2.8736,0.63201,2.8363,16.932,35.946,0.6299,-0.034911,3
"10621",110718,1.6262,87.056,8.9807,0.5315,0.632,0.4912,22.223,0.8151,0.5717,0.090494,1
"18388",180855,1.2819,-15.638,10.164,3.6731,0.63195,3.5392,24.003,36.565,0.9699,0.031089,4
"21816",214895,1.8018,-4.3651,7.5973,2.9467,0.63185,2.9085,17.363,36.86,0.646,-0.033289,6
"10625",110722,1.7074,87.056,8.8836,0.5063,0.63102,0.4679,21.167,0.7764,0.5445,0.080567,5
"5395",66744,5.4395,-18.899,6.2386,2.9287,0.63091,2.0685,8.6981,5.431,1.3517,0.026992,1
"21186",207275,6.1711,-797.44,37.367,0.6979,0.63079,0.6839,10.848,12.802,0.7867,0.033007,6
"13228",132645,0,-0.1176,21.905,5.3083,0.63071,5.3094,59.345,281.11,1.0651,0.02766,4
"21868",216255,3.968,-70.513,6.3072,2.8486,0.63014,2.6981,9.8092,9.5124,0.436,-0.043692,4
"4722",60935,2.9467,-96.721,6.656,2.3896,0.62982,1.9708,12.323,7.8073,1.6357,0.070274,6
"2503",39396,0,4.8167,7.2151,1.3189,0.62959,1.3052,20.505,23.129,1.5226,0.033657,1
"3800",51721,0,-17.697,6.1859,0.8292,0.62907,0.8295,9.644,7.399,1.5815,0.030093,2
"4464",57695,0,-28.566,7.0969,2.6631,0.629,2.2552,10.559,7.4596,2.1136,-0.041721,6
"13157",132166,5.0539,192.29,18.809,6.1009,0.62885,4.9965,31.831,8.4752,1.5175,0.10274,5
"18974",185557,2.8955,-6.9718,9.0255,12.989,0.62668,12.433,10.386,15.763,0.4225,-0.02055,2
"3777",51566,5.7948,-23.082,4.4199,2.6741,0.62591,2.0723,5.2844,9.2093,0.4044,-0.017772,3
"13744",137847,4.9399,-242.69,51.302,8.3455,0.62523,7.1012,3432.4,13.012,1.7267,0.0028814,4
"2478",38921,0,4.9333,17.258,5.575,0.625,5.5299,26.976,69.988,4.3752,-0.032258,6
"2596",40827,3.1356,38.64,4.4314,2.8029,0.62489,1.8487,6.5156,11.731,0.8531,-0.18938,4
"10623",110720,1.7769,87.056,8.8075,0.4865,0.62481,0.4496,20.339,0.746,0.5232,0.09841,3
"12412",125925,6.8689,8.8149,5.1996,1.0565,0.6246,0.4185,2.3031,3.6658,0.1409,-0.011349,4
"13229",132646,0,-0.1176,20.969,5.117,0.62434,5.118,57.206,270.98,1.0267,0.048211,5
"4078",55101,2.6609,24.718,7.5063,1.9355,0.62371,1.59,11.417,8.6114,1.5026,-0.14071,4
"4720",60933,2.9314,-96.721,6.695,2.402,0.62371,1.9811,12.387,7.8481,1.6443,0.046593,4
"11734",119355,4.8809,156.86,6.0621,1.4753,0.62355,0.5795,2.8351,3.8116,0.1874,0.0092865,4
"19797",194234,1.731,-142.19,8.4376,2.228,0.62339,2.1704,12.255,39.88,1.1121,-0.060387,3
"2455",38778,4.5616,-87.079,11.716,0.8615,0.62227,0.7652,8.3832,2.6091,0.4064,-0.041423,1
"3695",51070,4.3034,33.22,5.0757,2.3146,0.62218,1.7289,8.7015,8.28,1.7302,0.003544,5
"12552",126797,4.0254,-24.395,4.3629,1.8527,0.62167,1.5999,7.6335,17.493,1.4378,0.0073971,6
"12858",129239,6.6076,80.28,12.228,4.6336,0.62003,4.2276,12.671,15.955,0.5488,0.020424,6
"21867",216254,3.9944,-70.513,6.281,2.8298,0.61962,2.6803,9.7445,9.4497,0.4332,-0.024012,3
"10426",109629,0.9474,-33.303,5.2936,1.726,0.61907,1.4577,9.7978,7.8486,1.6198,-0.092638,4
"3825",51818,10.003,-14.451,5.1285,1.3245,0.61904,0.8404,5.8561,7.445,0.7764,0.010611,3
"4255",56334,8.5146,-61.04,4.4299,3.534,0.61904,2.7855,4.8431,21.918,0.335,-0.042171,1
"11736",119357,4.9437,156.86,6.0072,1.4565,0.61873,0.5721,2.7991,3.7631,0.1851,0.022648,6
"2506",39399,0,4.8167,7.0204,1.2634,0.61861,1.2502,19.642,22.155,1.4585,0.02474,4
"3098",45691,3.3458,-69.177,4.9226,2.5987,0.61819,1.7949,6.9914,11.153,0.8213,-0.023257,2
"3099",45692,3.2699,-69.177,5.0472,2.6591,0.61818,1.8366,7.1537,11.412,0.8404,-0.004051,3
"3801",51722,0,-17.697,6.1705,0.8264,0.61613,0.8266,9.6107,7.3734,1.576,0.017143,3
"21815",214894,1.8256,-4.3651,7.5,2.9082,0.61612,2.8704,17.136,36.378,0.6375,-0.035882,5
"19798",194235,1.6704,-142.19,8.7047,2.3088,0.61582,2.2491,12.699,41.327,1.1525,-0.044903,4
"5112",65075,0,87.216,23.707,6.6145,0.6158,6.6191,93.027,24.693,4.1991,-0.014681,6
"4421",57400,4.8034,15.108,6.6755,13.05,0.61579,10.52,8.1244,19.312,0.6643,-0.039242,5
"22050",217313,4.5475,15.196,18.595,1.3192,0.61568,1.2947,24.012,32.848,3.1604,0.14152,6
"2504",39397,0,4.8167,7.0697,1.2775,0.61529,1.2627,19.837,22.376,1.473,0.045804,2
"3621",50594,4.1165,38.692,4.0441,2.0358,0.61528,1.4236,5.9614,10.431,0.6615,-0.026907,3
"12440",126313,0.161,-9.12,7.7459,0.4037,0.61525,0.3969,6.0197,1.8084,0.7408,0.03015,2
"5018",63745,1.7741,-26.221,7.1834,1.2241,0.6151,1.079,10.205,14.698,1.0142,0.043839,2
"4117",55350,4.0238,5.63,2.7283,1.6597,0.61506,1.359,6.077,4.2635,0.4004,-0.07854,1
"21812",214891,1.8495,-4.3651,7.4051,2.8707,0.61496,2.8334,16.915,35.909,0.6293,-0.011351,2
"11735",119356,4.8876,156.86,6.0562,1.4733,0.61495,0.5787,2.8312,3.8063,0.1872,0.02087,5
"12414",125927,6.7647,8.8149,5.2527,1.0728,0.61434,0.4249,2.3386,3.7223,0.143,-0.051609,6
"13027",131262,7.7092,-497.52,43.374,1.2436,0.61382,0.4941,2.5051,3.3451,0.1283,-0.0079602,1
"5052",64727,2.2456,-168.82,44.959,2.3905,0.61243,2.0078,59.88,224.74,2.2912,-0.032837,6
"12548",126793,3.9593,-24.395,4.4306,1.8836,0.6122,1.6266,7.7608,17.785,1.4618,0.0076285,2
"3929",52840,1.5342,-4.5714,5.6206,1.0228,0.61178,0.8754,13.888,8.2004,1.0889,0.10418,5
"5070",64889,2.1602,-72.751,5.469,1.5928,0.61128,1.4695,12.902,11.82,0.338,-0.16458,6
"4959",62996,0,-167.88,31.554,4.9934,0.61115,5.0004,28.438,108.32,7.7366,0.063723,3
"12398",125839,4.136,282.61,4.3513,1.7191,0.60999,1.4197,22.281,3.2745,0.107,-0.01464,2
"10610",110635,0,-19.83,9.4889,1.6563,0.60975,1.5638,20.216,12.416,2.4165,-0.0014676,2
"18973",185556,2.9225,-6.9718,8.9673,12.869,0.60975,12.318,10.29,15.618,0.4186,-0.0092416,1
"18975",185558,2.8625,-6.9718,9.0982,13.139,0.60949,12.576,10.506,15.945,0.4273,-0.03378,3
"21320",208867,5.909,7.5188,10.954,1.5343,0.60915,1.438,22.043,30.029,1.9041,0.069162,2
"3215",46618,2.1335,-47.023,9.0219,3.5416,0.60901,3.0551,9.86,3.7013,1.137,0.076,5
"10803",111866,0,25.581,5.8605,0.7513,0.6088,0.752,15.665,7.0597,0.2793,0,3
"5445",67640,7.2223,-421.65,20.389,1.3778,0.6081,1.1484,303.63,9.7449,0.3208,0.0039605,3
"12441",126314,0.1573,-9.12,7.7896,0.4132,0.60777,0.4061,6.1601,1.8506,0.7581,0.029753,3
"7851",89552,0,-25.47,7.0311,1.0938,0.60776,1.0582,15.169,14.286,0.9904,0.010145,3
"18976",185559,2.8238,-6.9718,9.1855,13.319,0.60769,12.749,10.65,16.164,0.4332,-0.032699,4
"5029",64068,0.8383,-103.38,4.9366,1.133,0.60655,1.0711,6.2248,318.6,1.5908,-0.050125,1
"11196",115631,0.107,-78.307,7.861,0.4703,0.60624,0.462,6.9139,1.9927,0.7997,0.078218,6
"8539",94662,0,73.807,7.8134,1.2809,0.60591,1.2375,19.431,25.421,1.1659,0.0052284,1
"21866",216253,3.9849,-70.513,6.2904,2.8365,0.60583,2.6867,9.7678,9.4723,0.4342,-0.017531,2
"10567",110490,0.0717,16.771,8.7435,0.468,0.60564,0.4605,6.7988,2.1203,0.7772,0.027498,1
"21368",209563,3.6446,262.79,6.1865,2.9758,0.60523,2.7896,9.9117,9.774,0.4607,-0.0017024,2
"3840",52031,8.247,11.881,5.5949,2.6923,0.60515,1.8911,5.9369,4.0877,1.2262,-0.080994,6
"13743",137846,5.0256,-242.69,50.496,8.2032,0.60411,6.9801,3373.9,12.79,1.6973,-0.011362,3
"3906",52469,10.406,-8.205,4.9092,1.5196,0.60342,0.9375,6.6273,4.4132,0.4982,-0.085007,6
"4687",60840,8.1117,-123.76,7.4191,2.283,0.60289,1.62,8.5271,11.155,0.5765,0.034124,1
"12397",125838,4.1018,282.61,4.3815,1.7335,0.60203,1.4315,22.467,3.3017,0.1079,0.0083245,1
"10427",109630,0.9064,-33.303,5.6563,1.804,0.59941,1.5236,10.241,8.2034,1.6931,-0.09088,5
"3835",52026,8.3574,11.881,5.5178,2.6567,0.59859,1.8661,5.8584,4.0337,1.21,-0.046615,1
"21323",208870,6.1521,7.5188,10.634,1.4736,0.59799,1.3812,21.172,28.842,1.8288,0.078488,5
"2507",39400,0,4.8167,7.1021,1.2867,0.59798,1.2737,20.01,22.571,1.4858,0.01655,5
"4960",62997,0,-167.88,30.712,4.8772,0.59759,4.884,27.776,105.8,7.5565,0.074778,4
"3804",51725,0,-17.697,6.4688,0.8818,0.59746,0.8821,10.256,7.8684,1.6818,0.21751,6
"5051",64726,2.3126,-168.82,43.494,2.3211,0.59714,1.9496,58.144,218.22,2.2247,-0.076807,5
"3837",52028,7.8697,11.881,5.8745,2.8214,0.59686,1.9818,6.2215,4.2837,1.285,-0.0027942,3
"4426",57411,7.2808,-6.5393,7.9314,3.2437,0.59637,2.3457,6.0759,8.4825,1.8692,0.0021138,4
"3957",53150,1.5214,-12.978,2.7713,1.6511,0.59616,1.3503,3.9966,4.3937,0.5872,0.056314,3
"3860",52105,9.1427,8.3779,7.1205,2.8245,0.59566,2.0693,9.4081,8.8321,1.3299,-0.047283,2
"18349",180708,1.7285,3.042,5.7017,0.7428,0.59558,0.7148,10.073,31.963,1.572,-0.070071,1
"3862",52107,9.6223,8.3779,6.7539,2.6838,0.5949,1.9662,8.9392,8.3919,1.2636,0.015645,4
"4124",55381,2.6368,20.955,6.0318,2.0018,0.59467,0.7526,3.2407,2.5964,0.2543,0.048739,2
"21759",214166,0,-75.088,10.611,2.0347,0.59413,2.0375,15.203,14.353,2.1419,-0.039793,3
"3100",45693,3.3342,-69.177,4.9413,2.6078,0.59378,1.8012,7.0157,11.192,0.8242,-0.032589,4
"4976",63217,7.1043,-25.227,9.3794,2.1457,0.59339,1.3643,9.3428,83.247,0.8386,0.004705,2
"21814",214893,1.8036,-4.3651,7.5898,2.9438,0.59247,2.9055,17.345,36.823,0.6453,-0.023106,4
"3212",46615,1.915,-47.023,9.4788,3.9457,0.59243,3.4037,10.985,4.1236,1.2667,0.063523,2
"5016",63599,4.5771,-52.974,7.8552,15.402,0.59216,12.357,9.4228,21.082,0.727,0.11445,6
"4977",63218,7.1448,-25.227,9.347,2.1335,0.59162,1.3566,9.2897,82.774,0.8339,0.0087732,3
"10675",111024,0.2147,8.6957,5.2305,1.0798,0.59118,1.0071,17.41,9.8349,0.4399,-0.012471,1
"4490",58423,0,-56.601,5.0419,0.9145,0.59093,0.8352,5.2339,8.3929,0.7607,-0.055868,2
"11143",115176,4.7356,-68.452,5.3602,1.4399,0.59057,0.566,2.4082,2.8624,0.1805,0.025649,1
"5030",64069,0.7962,-103.38,5.1063,1.1928,0.59012,1.1276,6.5533,335.41,1.6748,-0.0032886,2
"4094",55237,2.0891,-28.934,6.6944,1.9633,0.59,1.5921,8.7033,52.904,0.3482,-0.0075145,2
"4119",55352,3.7873,5.63,2.9387,1.7633,0.58983,1.4439,6.4565,4.5297,0.4254,-0.12641,3
"4975",63216,7.1114,-25.227,9.3737,2.1435,0.58983,1.363,9.3334,83.163,0.8378,-0.00099986,1
"4098",55241,2.021,-28.934,6.8249,2.0295,0.58951,1.6458,8.9964,54.686,0.3599,-0.068792,6
"3776",51565,6.2443,-23.082,4.1619,2.4816,0.58941,1.9231,4.904,8.5464,0.3753,-0.034693,2
"4258",56337,7.9235,-61.04,4.6795,3.7976,0.58858,2.9933,5.2044,23.553,0.36,-0.098356,4
"23011",227910,5.4865,-863.89,29.845,1.2569,0.58815,1.2247,9.2853,9.8135,0.2862,0.014695,1
"18389",180856,1.2876,-15.638,10.117,3.657,0.58784,3.5236,23.897,36.404,0.9656,0.025773,5
"14513",145156,1.2869,660,5.4377,0.6728,0.5878,0.6462,59.686,7.6757,0.1196,0.077398,5
"3575",50302,3.2541,763.33,5.6766,0.8413,0.58631,0.6898,7.167,4.5296,0.2657,0.040024,5
"3769",51534,10.349,16.978,5.1813,1.7379,0.58563,1.2399,5.3541,5.929,1.7011,0.025428,1
"12347",125548,0,-40.461,5.7424,1.7663,0.58508,1.6449,10.09,11.731,1.7513,-0.016626,5
"3839",52030,7.8056,11.881,5.9247,2.8445,0.58482,1.9981,6.2726,4.3188,1.2955,-0.013213,5
"21865",216252,4.0657,-70.513,6.2117,2.7802,0.58358,2.6333,9.5737,9.284,0.4256,-0.019874,1
"21321",208868,6.1388,7.5188,10.651,1.4768,0.58352,1.3842,21.218,28.904,1.8328,0.053981,3
"10805",111868,0,25.581,5.8605,0.7513,0.58333,0.752,15.665,7.0597,0.2793,-0.058315,5
"10612",110637,0,-19.83,8.5391,1.5357,0.58279,1.4499,18.744,11.512,2.2405,0.0114,4
"4491",58424,0,-56.601,5.0707,0.9268,0.58259,0.8465,5.3043,8.5057,0.7709,-0.064143,3
"21319",208866,5.7417,7.5188,11.19,1.579,0.58237,1.4799,22.685,30.903,1.9595,0.029124,1
"12550",126795,3.92,-24.395,4.472,1.9025,0.58223,1.6429,7.8387,17.964,1.4764,0.020395,4
"584",22891,2.8357,-35.6,7.1923,1.0774,0.58219,0.9316,6.1379,11.573,0.4316,0.062732,2
"4466",57697,0,-46.321,5.8989,1.9997,0.58216,2.0039,6.6885,11.088,0.7494,-0.028777,2
"10611",110636,0,-19.83,8.8053,1.5695,0.58205,1.4819,19.157,11.765,2.2898,0.020508,3
"4486",58305,13.73,-1.3575,5.0835,1.7865,0.58124,1.1572,3.8573,5.9913,0.8187,0.0067351,4
"12348",125549,0,-40.461,6.0364,1.8196,0.58114,1.6945,10.394,12.085,1.8041,-0.033461,6
"4958",62995,0,-167.88,32.378,5.1072,0.58093,5.1144,29.087,110.79,7.913,0.038961,2
"3622",50595,4.0523,38.692,4.1157,2.068,0.58083,1.4461,6.0558,10.596,0.672,-0.014346,4
"14514",145157,1.279,660,5.4517,0.6769,0.57903,0.6502,60.055,7.7231,0.1203,0.070165,6
"3983",53302,3.7546,-16.796,9.0276,10.518,0.579,8.4147,9.4179,20.035,0.8181,-0.020205,5
"11195",115630,0.105,-78.307,7.8982,0.479,0.57846,0.4705,7.0423,2.0297,0.8145,0.076707,5
"4841",61786,3.115,-25.274,6.2067,4.7554,0.57816,3.8661,8.7144,9.1284,2.3708,-0.0026543,5
"10569",110492,0.0698,16.771,8.7982,0.4812,0.57716,0.4734,6.9903,2.1801,0.7991,0.020116,3
"3827",51820,10.275,-14.451,5.0382,1.2894,0.57576,0.8181,5.7009,7.2478,0.7558,-0.035605,5
"5396",66745,5.5863,-18.899,6.1136,2.8517,0.57565,2.0142,8.4695,5.2883,1.3162,0.013128,2
"13030",131265,7.8711,-497.52,42.789,1.218,0.5754,0.484,2.4535,3.2762,0.1257,0.033188,4
"5047",64722,2.4324,-168.82,41.08,2.2069,0.57403,1.8536,55.281,207.48,2.1152,-0.0092479,1
"5263",65958,0,-24.762,14.798,1.9939,0.57401,1.9892,53.641,31.624,3.5041,0.010095,1
"19195",188394,6.6924,-122.98,11.697,3.2189,0.57349,2.8822,15.818,14.797,1.2816,0.032978,1
"5324",66409,0,-1.3266,36.593,5.647,0.5734,5.6253,33.283,140.99,8.855,0.0014859,2
"12857",129238,6.6555,80.28,12.163,4.6002,0.57268,4.1971,12.58,15.84,0.5449,0.014407,5
"4691",60844,7.9173,-123.76,7.5838,2.3391,0.57252,1.6598,8.7365,11.429,0.5906,0.021161,5
"4256",56335,8.1555,-61.04,4.5772,3.6896,0.57249,2.9081,5.0564,22.883,0.3498,-0.098356,2
"5605",69906,0,-2.1047,25.225,7.0311,0.57245,7.0596,89.955,30.792,4.6599,0.016704,1
"4483",58302,13.507,-1.3575,5.1541,1.8159,0.57166,1.1763,3.9208,6.09,0.8322,-0.029966,1
