"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days"
"4989",63428,0,188.45,7.6547,0.4416,8.3629,0.7015,11.057,4.0495,0.2503,0.35517,3
"4990",63429,0,188.45,7.596,0.4144,7.8535,0.6584,10.377,3.8005,0.2349,0.42648,4
"4987",63426,0,188.45,7.9142,0.5616,7.7587,0.8922,14.063,5.1503,0.3183,-0.062055,1
"4988",63427,0,188.45,7.9945,0.5988,7.4013,0.9512,14.993,5.491,0.3394,0.27184,2
"4991",63430,0,188.45,7.5513,0.3937,7.2136,0.6254,9.8582,3.6105,0.2231,0.29277,5
"4747",61098,2.0577,-1069.9,1.9173,1.3357,5.8236,1.248,3.8879,3.8901,0.1596,-0.14226,1
"4992",63431,0,188.45,7.6391,0.4344,5.1038,0.6901,10.878,3.984,0.2462,0.37411,6
"4748",61099,1.765,-1069.9,2.198,1.5573,5.0977,1.4549,4.5327,4.5353,0.186,-0.11179,2
"4749",61100,1.8277,-1069.9,2.1303,1.5038,5.0852,1.405,4.3772,4.3797,0.1797,-0.068182,3
"4750",61101,1.9174,-1069.9,2.0411,1.4335,4.9392,1.3393,4.1724,4.1748,0.1713,-0.026589,4
"4751",61102,2.003,-1069.9,1.9635,1.3722,4.8624,1.2821,3.9941,3.9964,0.1639,-0.050922,5
"4881",62024,4.3244,-229.54,2.0558,0.7523,4.6895,0.7055,2.176,3.8956,0.1459,0.026519,3
"4752",61103,1.9529,-1069.9,2.0081,1.4074,4.5869,1.3149,4.0965,4.0989,0.1681,0.057788,6
"4884",62027,4.092,-229.54,2.1257,0.795,4.5303,0.7456,2.2996,4.1168,0.1542,0.010089,6
"4882",62025,4.3351,-229.54,2.0527,0.7504,4.4301,0.7038,2.1706,3.8859,0.1456,0.092175,4
"4883",62026,4.6123,-229.54,1.9789,0.7053,4.3046,0.6615,2.0401,3.6524,0.1368,-0.031042,5
"4879",62022,4.2231,-229.54,2.0853,0.7703,4.2898,0.7224,2.2282,3.989,0.1494,0.073993,1
"4880",62023,4.5356,-229.54,1.9984,0.7172,4.0551,0.6727,2.0747,3.7142,0.1391,0.023987,2
"5479",68214,0,-63.081,9.5683,0.632,3.4215,0.6293,244.08,4.5092,0.3268,-0.022976,1
"3787",51618,1.0589,30.139,1.7713,1.1809,3.4084,1.1078,2.9087,666.49,0.2004,0.19273,1
"4927",62712,1.4823,-95.208,2.2794,1.3204,3.3704,1.159,3.3163,2.5056,0.5203,-0.0083436,1
"3790",51621,1.3904,30.139,1.3983,0.8993,3.3609,0.8437,2.2153,507.59,0.1526,0.032125,4
"4061",54682,0,-176.56,6.4691,1.9313,3.3531,1.7324,8.0489,52.609,1.0707,0.027777,5
"5483",68218,0,-63.081,9.7271,0.6818,3.3218,0.6789,263.32,4.8647,0.3525,-0.064688,5
"4058",54679,0,-176.56,6.8294,2.0096,3.2053,1.8026,8.3753,54.743,1.1142,0.0082975,2
"4057",54678,0,-176.56,6.3456,1.9045,3.1883,1.7083,7.9369,51.878,1.0559,-0.052338,1
"4059",54680,0,-176.56,6.2736,1.8888,3.0997,1.6942,7.8717,51.451,1.0472,-0.028539,3
"4062",54683,0,-176.56,6.1089,1.853,3.0913,1.6621,7.7224,50.476,1.0273,0.061097,6
"3792",51623,1.126,30.139,1.6781,1.1105,3.0677,1.0418,2.7354,626.76,0.1885,0.36899,6
"5438",67507,0.8891,-251.75,4.7703,1.593,3.0554,1.3985,8.0549,5.9128,0.9018,-0.039942,2
"3791",51622,1.0929,30.139,1.7226,1.1441,3.0447,1.0734,2.8182,645.74,0.1942,0.06338,5
"4060",54681,0,-176.56,6.6029,1.9604,3.0388,1.7585,8.1701,53.402,1.0869,-0.013899,4
"4267",56346,7.5225,-150.4,2.9129,4.1695,3.0316,3.3974,2.8164,10.856,0.393,0.011085,1
"4529",58744,20.962,-40.95,4.1024,0.4487,2.9866,0.3945,3.0834,2.248,0.2428,-0.15595,5
"4932",62717,1.486,-95.208,2.2747,1.3172,2.9697,1.1561,3.3081,2.4994,0.519,0.09184,6
"4527",58742,20.317,-40.95,4.1491,0.4626,2.9659,0.4071,3.1812,2.3193,0.2505,-0.10715,3
"4530",58745,19.109,-40.95,4.2475,0.4917,2.9587,0.4328,3.3824,2.466,0.2663,-0.17969,6
"5484",68219,0,-63.081,9.7076,0.6757,2.9554,0.6728,260.96,4.8211,0.3494,-0.0041361,6
"4928",62713,1.4699,-95.208,2.2956,1.3315,2.9535,1.1688,3.3442,2.5266,0.5247,-0.073787,2
"5439",67508,0.8894,-251.75,4.7687,1.5924,2.9263,1.3979,8.0519,5.9107,0.9015,-0.025792,3
"4929",62714,1.3729,-95.208,2.4321,1.4256,2.891,1.2513,3.5805,2.7052,0.5618,-0.042632,3
"4528",58743,20.214,-40.95,4.1576,0.4651,2.8555,0.4092,3.1976,2.3312,0.2518,-0.07408,4
"5413",67002,2.45,-229.54,5.8634,1.2137,2.796,1.1405,13.029,6.3648,0.2757,0.013508,1
"5415",67004,2.5514,-229.54,5.6817,1.1655,2.771,1.0951,12.511,6.1119,0.2647,0.082351,3
"4930",62715,1.4191,-95.208,2.3648,1.3792,2.7653,1.2106,3.464,2.6171,0.5435,-0.016068,4
"5416",67005,2.6518,-229.54,5.5154,1.1214,2.7464,1.0537,12.037,5.8806,0.2547,0.057935,4
"5437",67506,0.9264,-251.75,4.5906,1.5288,2.7343,1.3421,7.7303,5.6746,0.8654,-0.040291,1
"5480",68215,0,-63.081,9.6156,0.6469,2.7309,0.6441,249.82,4.6153,0.3345,0.047828,2
"4270",56349,7.7501,-150.4,2.8763,4.0471,2.7201,3.2976,2.7337,10.537,0.3814,-0.065167,4
"5482",68217,0,-63.081,9.6379,0.6539,2.7059,0.6511,252.52,4.6651,0.3381,-0.073081,4
"4268",56347,7.6058,-150.4,2.8993,4.1238,2.6626,3.3601,2.7856,10.737,0.3886,-0.029366,2
"4526",58741,20.457,-40.95,4.1385,0.4594,2.6241,0.4043,3.1595,2.3035,0.2488,-0.10256,2
"5481",68216,0,-63.081,9.4763,0.6032,2.5949,0.6006,232.94,4.3034,0.3119,-0.033418,3
"4931",62716,1.4585,-95.208,2.3107,1.342,2.5833,1.1779,3.3705,2.5465,0.5288,0.0024794,5
"4152",55643,8.0694,-271.97,3.8633,0.5019,2.5739,0.4426,8.4176,0.1892,0.2229,-0.010423,6
"4150",55641,8.7917,-271.97,3.8308,0.4607,2.5529,0.4063,7.726,0.1737,0.2046,0.10479,4
"3977",53296,14.522,-21.044,4.2062,0.6243,2.5508,0.5238,3.5987,3.2211,0.3383,0.077869,5
"12634",127299,0,-102.73,17.111,6.5556,2.535,6.5578,36.864,69.737,1.2764,-0.022511,4
"20699",203344,1.9045,-147.1,19.119,0.494,2.5341,0.4844,28.208,210.82,0.1172,0.20603,5
"5414",67003,2.4831,-229.54,5.8025,1.1975,2.5311,1.1253,12.855,6.28,0.272,0.041384,2
"3976",53295,15.697,-21.044,4.0609,0.578,2.5218,0.4846,3.3295,2.9801,0.313,0.035621,4
"5442",67511,0.9576,-251.75,4.4514,1.4791,2.5218,1.2985,7.4789,5.49,0.8373,0.015361,6
"4148",55639,8.8562,-271.97,3.8281,0.4573,2.5199,0.4033,7.6697,0.1724,0.2031,0.16463,2
"4151",55642,8.2739,-271.97,3.8535,0.4895,2.5128,0.4317,8.2095,0.1845,0.2174,0.077488,5
"5041",64302,11.904,-63.95,5.8477,0.6406,2.5116,0.5733,6.282,10.283,0.3601,0.088669,1
"4525",58740,22.639,-40.95,3.9893,0.4153,2.5007,0.3653,2.855,2.0815,0.2248,-0.096399,1
"3788",51619,1.263,30.139,1.5185,0.99,2.4791,0.9288,2.4387,558.79,0.168,0.19085,2
"5417",67006,2.592,-229.54,5.6129,1.1472,2.4708,1.078,12.315,6.0163,0.2606,0.04534,5
"3974",53293,13.848,-21.044,4.3005,0.6543,2.4689,0.5493,3.774,3.378,0.3548,0.12082,2
"4320",56519,3.6309,-70.714,1.8742,0.7738,2.468,0.7192,1.6726,4.6576,0.1494,-0.087642,6
"5440",67509,0.9025,-251.75,4.7039,1.5693,2.4674,1.3776,7.935,5.8248,0.8884,0.040943,4
"12632",127297,0,-102.73,17.245,6.6,2.4579,6.6022,37.113,70.209,1.285,-0.038235,2
"20696",203341,1.7463,-147.1,19.815,0.5387,2.4454,0.5283,30.763,229.91,0.1278,0.13955,2
"20698",203343,1.8509,-147.1,19.341,0.5083,2.4342,0.4984,29.025,216.92,0.1206,0.19701,4
"4317",56516,3.9432,-70.714,1.7862,0.7125,2.4255,0.6622,1.5401,4.2888,0.1376,-0.073585,3
"4319",56518,3.9301,-70.714,1.7896,0.7149,2.4192,0.6644,1.5453,4.3031,0.1381,-0.095764,5
"12633",127298,0,-102.73,17.561,6.7049,2.4115,6.7071,37.703,71.325,1.3054,-0.016365,3
"5245",65868,1.035,-1069.9,6.7487,2.7529,2.4078,2.6231,25.096,19.523,0.4012,0.015508,1
"4271",56350,7.0323,-150.4,2.9998,4.4602,2.3961,3.6342,3.0128,11.612,0.4203,-0.037147,5
"12635",127300,0,-102.73,17.235,6.5968,2.3855,6.599,37.095,70.175,1.2844,-0.036612,5
"12631",127296,0,-102.73,16.787,6.4483,2.3759,6.4505,36.261,68.596,1.2555,-0.023013,1
"12636",127301,0,-102.73,17.527,6.6936,2.3708,6.6958,37.639,71.204,1.3032,-0.058455,6
"3786",51605,4.9853,-44.812,3.4095,1.0852,2.3665,0.8561,4.3026,7.1965,0.699,0.010175,6
"20697",203342,1.8131,-147.1,19.506,0.5189,2.3622,0.5088,29.631,221.45,0.1231,0.16335,3
"5306",66223,0.4786,189.02,7.3785,2.5703,2.3563,2.1872,11.536,40.26,1.8038,-0.0086756,2
"4272",56351,7.243,-150.4,2.961,4.3304,2.3545,3.5285,2.9251,11.274,0.4081,-0.0095584,6
"5441",67510,0.9644,-251.75,4.4222,1.4687,2.343,1.2893,7.4263,5.4514,0.8314,0.033623,5
"5042",64303,12.96,-63.95,5.6396,0.5889,2.3355,0.5266,5.7703,9.4457,0.3307,0.10833,2
"5305",66222,0.4785,189.02,7.3801,2.5708,2.3254,2.1877,11.538,40.268,1.8042,0.0002034,1
"4149",55640,8.7219,-271.97,3.8337,0.4643,2.3157,0.4095,7.7878,0.1751,0.2062,0.17395,3
"3789",51620,1.261,30.139,1.5206,0.9916,2.3155,0.9303,2.4426,559.67,0.1683,0.31304,3
"20700",203345,1.9188,-147.1,19.062,0.4903,2.3072,0.4808,27.998,209.24,0.1163,0.092927,6
"3975",53294,15.717,-21.044,4.0583,0.5772,2.3012,0.4839,3.3252,2.9763,0.3126,0.11939,3
"5246",65869,1.0511,-1069.9,6.6551,2.7109,2.2868,2.5831,24.712,19.224,0.395,0.025255,2
"4269",56348,7.3016,-150.4,2.9506,4.2957,2.2696,3.5002,2.9016,11.184,0.4048,0.030256,3
"5418",67007,2.5611,-229.54,5.665,1.1611,2.2681,1.091,12.464,6.0888,0.2637,0.10289,6
"3784",51603,6.8313,-44.812,2.8529,0.792,2.2654,0.6248,3.1399,5.2518,0.5101,-0.10308,4
"4315",56514,4.0155,-70.714,1.7677,0.6997,2.2566,0.6503,1.5124,4.2116,0.1351,-0.043195,1
"3785",51604,5.5247,-44.812,3.2084,0.9793,2.229,0.7726,3.8825,6.4938,0.6307,-0.19066,5
"4693",60852,13.053,-18.866,6.3276,1.2837,2.2272,0.9958,5.3549,3.7273,0.5471,0.037187,1
"4694",60853,13.538,-18.866,6.1622,1.2377,2.1856,0.9601,5.1628,3.5937,0.5275,0.066028,2
"4561",58992,4.3935,52.549,2.7855,0.7978,2.1615,0.7297,5.2875,14.124,0.164,0.0040363,1
"4318",56517,3.72,-70.714,1.8476,0.7553,2.1569,0.7019,1.6325,4.5461,0.1458,-0.021262,4
"4416",57347,16.602,-170.18,5.0278,0.9053,2.1503,0.6923,6.0125,3.8481,0.1641,-0.22889,6
"5251",65922,0,-155.22,5.2722,0.9695,2.1298,0.906,8.8215,12.289,0.9151,0.032239,1
"3978",53297,15.114,-21.044,4.1286,0.5996,2.1156,0.5032,3.4577,3.0949,0.3251,-0.035402,6
"20695",203340,1.5911,-147.1,20.632,0.5913,2.1088,0.5798,33.766,252.35,0.1403,0.097603,1
"5247",65870,1.0611,-1069.9,6.5977,2.6851,2.086,2.5585,24.477,19.042,0.3913,0.085565,3
"4933",62832,13.437,-170.18,7.0067,0.9521,2.0855,0.7407,12.978,4.7694,0.1882,0.039228,1
"5045",64306,13.494,-63.95,5.5436,0.565,2.0851,0.5057,5.542,9.072,0.3177,0.25668,5
"4147",55638,7.489,-271.97,3.8939,0.5408,2.0734,0.4769,9.0698,0.2039,0.2401,0.18255,1
"3973",53292,14.023,-21.044,4.2769,0.6468,2.0664,0.5424,3.727,3.3359,0.3504,-0.012463,1
"5307",66224,0.4743,189.02,7.4487,2.5933,2.0659,2.2068,11.639,40.621,1.82,-0.017005,3
"4596",59435,1.2775,-29.885,2.4659,1.5205,2.0556,1.3324,3.6792,3.4148,0.5797,-0.22695,6
"5044",64305,13.212,-63.95,5.5911,0.5768,2.0538,0.5165,5.6601,9.2653,0.3244,0.13351,4
"4937",62836,14.652,-170.18,6.6921,0.8732,2.0467,0.6793,11.902,4.374,0.1726,0.083402,5
"3781",51600,6.1597,-44.812,3.0168,0.8783,2.0419,0.6929,3.4823,5.8244,0.5657,0.11509,1
"4566",58997,4.1436,52.549,2.9102,0.846,2.0409,0.7737,5.6065,14.976,0.1739,-0.03054,6
"4695",60854,13.915,-18.866,6.0418,1.2042,2.0171,0.9342,5.0232,3.4965,0.5132,0.011532,3
"5252",65923,0,-155.22,5.1706,0.9392,2.0086,0.8778,8.5459,11.905,0.8865,0.051702,2
"5253",65924,0,-155.22,5.1122,0.9218,2.0046,0.8615,8.3878,11.684,0.8701,0.086054,3
"3918",52649,2.367,37.405,2.5377,0.872,2.0026,0.7962,2.4262,6.2892,0.2087,-0.25267,6
"4316",56515,3.842,-70.714,1.8131,0.7313,2.0009,0.6796,1.5807,4.4017,0.1412,-0.017999,2
"4172",55759,0.3406,-55.969,3.1326,1.9574,1.9962,1.6615,4.3388,6.9048,1.0087,0.077777,2
"5043",64304,13.194,-63.95,5.5949,0.5778,1.9917,0.5172,5.668,9.2782,0.3249,0.10986,3
"5046",64307,14.96,-63.95,5.3231,0.5102,1.9917,0.4562,4.9989,8.1829,0.2865,0.36177,6
"4935",62834,14.396,-170.18,6.7539,0.8887,1.9763,0.6914,12.114,4.4517,0.1757,0.040032,3
"4562",58993,4.4113,52.549,2.7772,0.7946,1.9666,0.7267,5.2663,14.067,0.1634,-0.032429,2
"4934",62833,13.964,-170.18,6.8634,0.9162,1.9633,0.7127,12.488,4.5894,0.1811,0.071367,2
"4563",58994,4.2511,52.549,2.8548,0.8246,1.9487,0.7541,5.4647,14.597,0.1695,-0.053899,3
"4565",58996,4.1462,52.549,2.9088,0.8454,1.9475,0.7732,5.603,14.966,0.1738,-0.056891,5
"3917",52648,2.5632,37.405,2.4065,0.8052,1.9461,0.7352,2.2405,5.8078,0.1927,-0.32795,5
"4171",55758,0.3197,-55.969,3.3574,2.0853,1.9443,1.7701,4.6222,7.3558,1.0746,0.065319,1
"3916",52647,3.0179,37.405,2.168,0.6839,1.9283,0.6245,1.903,4.9329,0.1637,-0.27226,4
"4173",55760,0.3446,-55.969,3.0929,1.9348,1.9208,1.6423,4.2886,6.8249,0.9971,0.08828,3
"4133",55432,6.7906,6.0988,2.5037,1.2444,1.9182,0.877,4.0886,12.239,0.3954,-0.024534,5
"4938",62837,14.558,-170.18,6.7146,0.8788,1.9046,0.6837,11.979,4.4023,0.1737,0.10919,6
"4415",57346,16.665,-170.18,5.0172,0.9018,1.9,0.6897,5.9898,3.8336,0.1635,-0.16541,5
"4936",62835,13.975,-170.18,6.8606,0.9155,1.8707,0.7122,12.479,4.5858,0.181,0.090393,4
"4134",55433,6.6399,6.0988,2.5711,1.2727,1.8616,0.8969,4.1814,12.517,0.4044,-0.059686,6
"4564",58995,4.1567,52.549,2.9033,0.8433,1.8351,0.7712,5.5888,14.928,0.1734,-0.056292,4
"4754",61123,0,-27.85,3.9459,0.8584,1.8251,0.8026,5.4238,34.897,0.7419,-0.079619,2
"4174",55761,0.3479,-55.969,3.06,1.9161,1.8246,1.6265,4.2472,6.7591,0.9875,0.13102,4
"4284",56399,4.756,-75.139,8.7381,1.6966,1.815,1.4831,5.4653,2.437,0.5473,-0.10263,6
"4753",61122,0,-27.85,3.6787,0.7568,1.8063,0.7076,4.7819,30.767,0.6541,-0.11834,1
"4074",55091,5.457,-73.745,4.9446,0.5087,1.8038,0.4195,4.662,2.9618,0.1607,-0.19227,6
"4072",55089,6.126,-73.745,4.7605,0.4531,1.8026,0.3737,4.1528,2.6383,0.1431,-0.13272,4
"4132",55431,7.5783,6.0988,2.1954,1.1151,1.8003,0.7858,3.6636,10.967,0.3543,-0.0023937,4
"3564",50273,0,-176.56,5.8861,2.204,1.7958,2.0556,7.7391,11.314,1.2526,0.035984,6
"5248",65871,1.1236,-1069.9,6.2653,2.5359,1.7888,2.4164,23.118,17.984,0.3695,0.17681,4
"4755",61124,0,-27.85,3.8509,0.8223,1.7837,0.7688,5.1956,33.428,0.7107,-0.0037123,3
"3559",50268,0,-176.56,6.39,2.3394,1.7811,2.1819,8.2146,12.009,1.3295,0.020918,1
"5308",66225,0.4703,189.02,7.5158,2.6153,1.7647,2.2255,11.738,40.965,1.8354,0.10281,4
"4033",54282,1.3652,-35.521,5.7203,1.025,1.7592,0.8257,6.81,11.857,0.741,0.012101,1
"5254",65925,0,-155.22,5.0144,0.8927,1.7575,0.8343,8.1225,11.315,0.8426,0.12859,4
"4175",55762,0.3616,-55.969,2.9328,1.8437,1.7535,1.565,4.0867,6.5036,0.9501,0.18027,5
"4071",55088,5.8354,-73.745,4.8353,0.4757,1.7507,0.3923,4.3597,2.7698,0.1503,-0.098655,3
"4282",56397,5.2804,-75.139,8.4839,1.5281,1.735,1.3358,4.9225,2.195,0.4929,-0.059377,4
"4176",55763,0.3773,-55.969,2.7975,1.7668,1.7332,1.4997,3.9162,6.2322,0.9105,0.17538,6
"4956",62951,0,3.3613,3.744,0.5897,1.7248,0.6015,3.7992,5.9221,0.5194,-0.033744,6
"4595",59434,1.3226,-29.885,2.3909,1.4686,1.7188,1.287,3.5537,3.2983,0.5599,-0.084864,5
"3783",51602,6.774,-44.812,2.8656,0.7987,1.7114,0.6301,3.1665,5.2962,0.5144,0.10903,3
"3998",53455,0,52.67,7.0322,1.7956,1.695,1.8007,6.6081,5.2559,0.8662,0.098684,2
"4413",57344,17.857,-170.18,4.8302,0.8417,1.6929,0.6437,5.5901,3.5778,0.1526,-0.17782,3
"3995",53374,7.7554,163.68,2.9135,0.8109,1.6879,0.3986,2.2368,5.9522,0.1156,0.14007,5
"3563",50272,0,-176.56,6.359,2.3311,1.6873,2.1742,8.1853,11.967,1.3248,0.061444,5
"4001",53458,0,52.67,6.8297,1.7222,1.6842,1.7271,6.3378,5.0409,0.8308,0.039419,5
"3560",50269,0,-176.56,6.2117,2.2915,1.6805,2.1372,8.0464,11.763,1.3023,-0.007067,2
"4593",59432,1.3729,-29.885,2.3131,1.4148,1.6738,1.2398,3.4234,3.1774,0.5394,-0.06696,3
"4073",55090,5.8945,-73.745,4.8195,0.4709,1.6678,0.3884,4.3159,2.742,0.1488,-0.19709,5
"4414",57345,16.355,-170.18,5.0703,0.9189,1.6675,0.7027,6.1033,3.9062,0.1666,-0.16225,4
"4858",61905,5.7902,-48.98,6.2258,0.7797,1.664,0.4271,3.1491,3.6411,0.1525,-0.030407,4
"4000",53457,0,52.67,6.688,1.6708,1.6593,1.6755,6.1486,4.8905,0.806,0.06823,4
"5249",65872,1.218,-1069.9,5.8272,2.3393,1.6543,2.229,21.325,16.589,0.3409,0.23781,5
"3758",51463,3.5145,39.276,7.8732,2.1893,1.6527,1.8982,6.6949,2.8211,0.716,-0.044243,2
"5255",65926,0,-155.22,4.9014,0.859,1.649,0.8028,7.8163,10.889,0.8108,0.14126,5
"3999",53456,0,52.67,6.6981,1.6744,1.6397,1.6792,6.1622,4.9012,0.8078,0.1011,3
"4756",61125,0,-27.85,3.6861,0.7596,1.6352,0.7103,4.7997,30.882,0.6566,0.058404,4
"4594",59433,1.3025,-29.885,2.4237,1.4913,1.6293,1.3069,3.6086,3.3493,0.5685,-0.052541,4
"5461",67788,1.2765,-47.837,6.2512,3.4574,1.6291,3.2346,10.832,429.23,1.2453,-0.032071,1
"3913",52644,3.5221,37.405,1.9755,0.586,1.6272,0.5351,1.6305,4.2266,0.1402,-0.1113,1
"4069",55086,6.7966,-73.745,4.6124,0.4084,1.6122,0.3369,3.7431,2.3781,0.129,-0.053315,1
"4855",61902,5.4069,-48.98,6.3948,0.835,1.6122,0.4574,3.3724,3.8992,0.1633,0.012332,1
"5309",66226,0.5277,189.02,6.649,2.3312,1.6071,1.9837,10.463,36.514,1.636,0.13674,5
"4412",57343,18.966,-170.18,4.6772,0.7924,1.5914,0.606,5.2632,3.3685,0.1436,-0.10236,2
"4954",62949,0,3.3613,3.721,0.5797,1.5783,0.5912,3.7344,5.8212,0.5106,-0.022748,4
"5310",66227,0.5439,189.02,6.4366,2.2616,1.5769,1.9245,10.15,35.424,1.5872,0.15709,6
"4859",61906,5.2425,-48.98,6.4748,0.8612,1.5718,0.4717,3.4781,4.0215,0.1684,-0.0017463,5
"4899",62156,3.7368,-37.645,2.9443,0.6956,1.568,0.5246,6.4516,62.406,0.0804,0.011714,3
"4697",60856,14.136,-18.866,5.9741,1.1854,1.5658,0.9196,4.9446,3.4418,0.5052,0.1532,5
"4070",55087,6.4342,-73.745,4.6886,0.4314,1.5624,0.3558,3.9539,2.512,0.1363,-0.14142,2
"4898",62155,3.6696,-37.645,2.9795,0.7083,1.5601,0.5343,6.5697,63.549,0.0819,-0.025834,2
"3561",50270,0,-176.56,6.452,2.3561,1.5558,2.1975,8.2731,12.095,1.339,-0.02262,3
"4953",62948,0,3.3613,3.7241,0.581,1.5506,0.5926,3.7431,5.8347,0.5118,-0.0075059,3
"4952",62947,0,3.3613,3.6592,0.5526,1.5429,0.5635,3.5597,5.5488,0.4867,-0.0097986,2
"4955",62950,0,3.3613,3.7417,0.5887,1.5424,0.6004,3.7927,5.912,0.5186,-0.024416,5
"3757",51462,3.5612,39.276,7.8394,2.1606,1.5358,1.8734,6.6071,2.7841,0.7066,-0.013111,1
"3562",50271,0,-176.56,6.5916,2.3936,1.5286,2.2324,8.4048,12.287,1.3603,0.0035762,4
"4713",60896,2.2355,-47.033,3.8936,1.9846,1.528,1.7891,4.5693,24.742,0.7866,0.064025,3
"4856",61903,5.4736,-48.98,6.3637,0.8248,1.5259,0.4518,3.3312,3.8517,0.1613,0.032376,2
"4130",55429,7.5581,6.0988,2.2024,1.1181,1.5254,0.7879,3.6734,10.996,0.3552,0.17439,2
"4951",62946,0,3.3613,3.7111,0.5753,1.5236,0.5868,3.7064,5.7775,0.5068,0.041213,1
"3992",53371,7.8331,163.68,2.8927,0.8028,1.5195,0.3946,2.2146,5.8931,0.1145,0.156,2
"4900",62157,3.8808,-37.645,2.873,0.6698,1.5191,0.5052,6.2122,60.09,0.0774,0.017671,4
"4235",56272,11.973,-39.033,5.028,1.3809,1.5178,1.0427,5.2841,3.3074,0.5773,-0.044645,5
"4698",60857,15.053,-18.866,5.7146,1.1132,1.5145,0.8636,4.6435,3.2322,0.4744,0.15211,6
"4711",60894,2.126,-47.033,4.0753,2.0868,1.5142,1.8812,4.8047,26.016,0.8271,0.011306,1
"4283",56398,4.8427,-75.139,8.6922,1.6662,1.5134,1.4565,5.3674,2.3934,0.5375,-0.076215,5
"4650",60635,0.413,-93.592,4.6161,2.4428,1.5132,2.0761,6.2401,13.023,1.3276,-0.045906,6
"4131",55430,7.994,6.0988,2.0571,1.0571,1.5081,0.7449,3.4731,10.396,0.3359,0.11333,3
"4712",60895,2.1501,-47.033,4.0338,2.0635,1.507,1.8602,4.7509,25.725,0.8179,0.05151,2
"20875",205362,0,-45.667,3.7158,1.2388,1.5064,1.3007,7.5907,40.7,1.0473,0.028552,1
"3997",53454,0,52.67,7.1537,1.8397,1.505,1.8449,6.7703,5.3849,0.8875,0.02454,1
"3782",51601,6.8686,-44.812,2.8447,0.7877,1.5007,0.6214,3.1229,5.2233,0.5073,0.099728,2
"3762",51467,3.5889,39.276,7.8197,2.1439,1.4992,1.8589,6.5561,2.7627,0.7012,-0.027916,6
"4280",56395,5.1291,-75.139,8.5518,1.5732,1.4989,1.3752,5.0677,2.2598,0.5075,-0.051569,2
"5204",65725,1.8469,-22.727,5.0372,2.3268,1.4934,2.1134,6.2291,22.875,1.0134,0.028873,2
"4002",53459,0,52.67,6.9613,1.7699,1.4928,1.775,6.5135,5.1807,0.8538,0.0080483,6
"5256",65927,0,-155.22,4.8695,0.8495,1.4925,0.7939,7.7296,10.768,0.8018,0.16903,6
"20876",205363,0,-45.667,3.6292,1.2044,1.489,1.2646,7.38,39.571,1.0182,0.031425,2
"4021",54180,0,19.179,10.082,3.3229,1.4854,3.3178,14.685,36.241,2.284,0.053159,1
"3994",53373,8.2952,163.68,2.7773,0.7581,1.4846,0.3726,2.0912,5.5648,0.1081,0.017466,4
"4592",59431,1.516,-29.885,2.12,1.2812,1.4833,1.1228,3.1002,2.8774,0.4885,-0.016501,2
"4236",56273,11.684,-39.033,5.1439,1.415,1.4795,1.0684,5.4146,3.389,0.5916,-0.097723,6
"4129",55428,6.8069,6.0988,2.4966,1.2415,1.4684,0.8749,4.0788,12.21,0.3944,0.11037,1
"3915",52646,3.057,37.405,2.1508,0.6752,1.4675,0.6165,1.8786,4.8698,0.1616,-0.14317,3
"5462",67789,1.2355,-47.837,6.4274,3.5719,1.4623,3.3418,11.19,443.45,1.2866,-0.037911,2
"4714",60897,2.2621,-47.033,3.8521,1.9612,1.4619,1.768,4.5156,24.451,0.7774,0.10666,4
"4715",60898,2.3528,-47.033,3.7178,1.8857,1.4578,1.6999,4.3416,23.509,0.7474,0.096959,5
"4696",60855,13.204,-18.866,6.275,1.2691,1.4577,0.9845,5.2938,3.6848,0.5409,0.082956,4
"4281",56396,4.8829,-75.139,8.6716,1.6525,1.4542,1.4445,5.3233,2.3737,0.5331,0.025639,3
"4757",61126,0,-27.85,3.5689,0.7151,1.4537,0.6686,4.518,29.069,0.618,0.10099,5
"20075",196558,4.3714,-118.82,7.5003,52.526,1.448,51.064,9.2476,16.554,0.3284,-0.039272,5
"5197",65670,10.641,36.148,6.0702,1.1712,1.444,0.9174,6.6399,4.3494,0.5902,0.013072,1
"5206",65727,2.0062,-22.727,4.6666,2.142,1.441,1.9455,5.7344,21.058,0.9329,0.097538,4
"5203",65724,1.8599,-22.727,5.0047,2.3106,1.4282,2.0986,6.1857,22.715,1.0063,-0.0069669,1
"3761",51466,3.0434,39.276,8.2747,2.5296,1.4264,2.1921,7.7314,3.2579,0.8269,0.007776,5
"5205",65726,1.9136,-22.727,4.8746,2.2458,1.4256,2.0397,6.0121,22.078,0.9781,0.078712,3
"4860",61907,5.3975,-48.98,6.3992,0.8364,1.4181,0.4582,3.3782,3.906,0.1636,0.055138,6
"12831",128942,1.1481,-180.4,6.6827,0.7445,1.4145,0.7116,133.67,17.094,0.125,0.055215,3
"20072",196555,4.6165,-118.82,7.2758,49.737,1.41,48.352,8.7566,15.675,0.311,0.024777,2
"4647",60632,0.4023,-93.592,4.7458,2.5074,1.4089,2.1309,6.4051,13.368,1.3627,0.021855,3
"20303",199660,0,-32.33,3.4005,1.3456,1.4061,1.3463,5.6002,13.947,1.0132,0.011479,5
